region;plotID;slope;treeID;Species;N;C;CN;N_mass;C_mass;P;NP;CP;K;Mg;Ca;Na;Fe;Al;Mn;Si;BA;meanWD;predHeight18;DBH18
Mafic;KBPL4;UP;1139;MacarangaSpinosa;2.52;47.33;18.78174603;25200;473300;1260.39;19.99381144;375.5186887;8110.87;1781.67;4502.8;27.23;495.99;219.79;1526.87;1155.36;0.14523895;0.3818;11.53344077;17.2
Mafic;KBPL4;UP;1140;MacarangaKilimandsharica;2.47;48.29;19.55060729;24700;482900;1259.13;19.61671948;383.5187788;8100.19;2086.94;4759.92;29.01;419.71;102.51;1972.83;738.84;0.86601375;0.4;18.51601798;42
Mafic;KBPL4;UP;1142;AgauriaSalicifolia;3.27;48.76;14.91131498;32700;487600;1875.51;17.43525761;259.9826181;15146.58;2537.91;3300.44;23.11;321.57;140.57;261.88;161.75;1.178740938;0.4839;19.705891;49
Mafic;KBPL4;UP;1158;NeoboutoniaMacrocalyx;3.35;46.44;13.86268657;33500;464400;2146.41;15.60745617;216.361273;15018.59;3850.12;10018.4;88.77;530.62;384.82;1042.62;530.14;0.103219609;0.33;10.3068592;14.5
Mafic;KBPL4;UP;1159;NeoboutoniaMacrocalyx;4.08;48.19;11.81127451;40800;481900;2415.86;16.88839585;199.4734794;15738.88;2976.79;5994.2;52.22;386.85;177.95;558.99;574.47;0.371271484;0.33;15.15066004;27.5
Mafic;KBPL4;UP;1160;TabernaemontanaJohnstonii;3.12;45.82;14.68589744;31200;458200;1839.24;16.96352841;249.1246384;18751.87;5072.39;6302.55;33.95;569.15;653.02;3936.1;341.49;0.226935859;0.5261;13.21810082;21.5
Mafic;KBPL4;UP;1161;TabernaemontanaJohnstonii;3.15;45.34;14.39365079;31500;453400;1572.76;20.02848496;288.2830184;11999.04;7758.33;9356.03;30.69;632.94;1137.38;7108.13;448.81;0.110460938;0.5261;10.54542598;15
Mafic;KBPL5;UP;1186;NeoboutoniaMacrocalyx;3.83;48.29;12.60835509;38300;482900;3078.94;12.43934601;156.8396916;17612.65;2927.33;4623.09;48.66;434.23;190.91;183.43;501.61;0.447754638;0.33;15.89700127;30.2
Mafic;KBPL5;UP;1187;NeoboutoniaMacrocalyx;3.9;48.98;12.55897436;39000;489800;2892.1;13.48501089;169.357906;15670.52;3215.8;5639.69;57.8;379.58;186.9;190.75;508.67;0.41859295;0.33;15.6283245;29.2
Mafic;KBPL5;UP;1203;TabernaemontanaJohnstonii;3.23;46.27;14.3250774;32300;462700;1750.53;18.45155467;264.3199488;14670.4;7944.38;7032.11;30.01;478.14;1314.39;4231.27;362.11;0.447754638;0.5261;15.89700127;30.2
Mafic;KBPL5;UP;1204;TabernaemontanaJohnstonii;3.41;45.39;13.31085044;34100;453900;1961.9;17.38111015;231.3573577;19965.88;8194.48;7766.09;30.33;435.98;1116.48;2833.85;399.96;0.0615832;0.5261;8.579820697;11.2
Mafic;KBPL5;UP;1205;TabernaemontanaJohnstonii;3.54;44.64;12.61016949;35400;446400;2046;17.30205279;218.1818182;27227.5;6482.74;7530.1;37.47;355.99;966.79;2180.9;312.9;0.05726295;0.5261;8.350264765;10.8
Mafic;KBPL5;UP;1211;AllophylusKivuensis;4.18;45.3;10.83732057;41800;453000;2787.14;14.99745259;162.5322015;24171.13;5357.96;6470.14;21.06;411.56;147.4;727.41;493.87;0.0615832;0.5178;8.579820697;11.2
