plotID;treeID;Species;N;C;CN;N_mass;C_mass;P;NP;CP;K;Mg;Ca;Na;Fe;Al;Mn;Si
NPL11;2264;Chionanthus Africanus ;2.203;46.844;21.265;22030;468440;1430.64;15.39870268;327.4338757;10827.71;2104;4837.4;29.97;309.71;137.87;25.98;415.61
NPL11;2285;Syzygium Guineense;1.588;47.941;30.192;15880;479410;1894.52;8.382070393;253.0509047;13250.19;2239.15;14112.72;230.39;110.43;74.26;66.64;344.63
NPL11;2295;Melchiora Schliebenii ;1.677;49.655;29.609;16770;496550;683.73;24.52722566;726.2369649;5475.68;2920.49;4145.34;21.49;378.98;1662.43;529.4;390.7
NPL12;2310;Syzygium Guineense;1.331;48.158;36.193;13310;481580;708.57;18.78431207;679.6505638;8262.74;2330.67;3628.73;11.71;236.19;193.25;189.34;339.64
NPL12;2311;Syzygium Guineense;1.318;46.926;35.613;13180;469260;678.69;19.41976455;691.420236;3532.25;3952.57;7851.15;25.07;217.87;237.15;686.4;372.12
NPL12;2317;Ixora Burundiensis;-9999;-9999;-9999;-99990000;-99990000;588.32;-169958.526;-169958.526;7031.5;2282.29;4836.44;36.52;225.19;215.04;213.01;377.34
NPL12;2325;Ixora Burundiensis;1.757;48.104;27.382;17570;481040;876.27;20.05089755;548.9632191;6553.75;1253.55;2819.47;12.17;123.73;79.11;58.82;709.94
NPL12;2327;Ixora Burundiensis;1.91;48.84;25.57;19100;488400;1025.74;18.6207031;476.1440521;10186.32;2105.26;4652.32;24.97;180.56;142.14;34.58;249.71
NPL12;2336;Syzygium Guineense;1.493;48.65;32.592;14930;486500;69.95;213.4381701;6954.967834;487.92;291.58;722.47;2.55;20.97;25.47;88.18;39.39
NPL12;2354;Chionanthus Africanus ;-9999;-9999;-9999;-99990000;-99990000;1393.31;-71764.35969;-71764.35969;10412.08;1752.35;4842.92;20.4;177.48;128.52;26.52;391.68
NPL12;2355;Carapa Grandiflora;1.931;49.302;25.537;19310;493020;972.03;19.86564201;507.2065677;4171.79;1212.06;2608.61;15.87;222.18;142.83;297.56;1077.17
NPL12;2356;Chionanthus Africanus ;2.167;46.74;21.57;21670;467400;1399.36;15.48565058;334.0098331;11045.95;2713.04;6252.23;22.44;218.27;128.51;28.56;375.34
NPL12;2362;Chionanthus Africanus ;1.923;47.067;24.474;19230;470670;1062.69;18.09558761;442.9043277;8145.32;2570.19;9405.25;44.28;410.59;438.76;36.23;565.56
NPL12;2366;Carapa Grandiflora;1.59;45.531;28.63;15900;455310;877.64;18.1167677;518.7890251;6596.54;2023.7;2233.12;11.42;192.28;148.49;462.61;236.07
NPL8;2396;Pentadesma Reindersii;2.161;46.952;21.724;21610;469520;782.55;27.61484889;599.9872213;5609.62;2695.01;3970.65;13.97;385.29;972.2;828.47;497.08
NPL8;2442;Cleistanthus Polystachyus;2.805;46.767;16.673;28050;467670;851.58;32.93877263;549.1791728;9832.19;2885.34;4826.93;28.05;180.33;146.27;939.74;1556.88
NPL8;2443;Cleistanthus Polystachyus;1.755;47.297;26.954;17550;472970;806;21.77419355;586.8114144;4322;1396;4536;20;318;204;798;752
NPL8;2444;Cleistanthus Polystachyus;2.171;47.973;22.092;21710;479730;965.54;22.48482714;496.8515028;4206.3;1259.98;4154.68;19.12;395.77;273.41;890.97;682.57
NPL8;2464;Cleistanthus Polystachyus;1.912;50.75;26.537;19120;507500;807.55;23.67655254;628.4440592;5754.96;1341.69;2289.55;14.35;244.6;157.85;213.94;270.12
NPL4;2472;Carapa Grandiflora;1.88;49.019;26.068;18800;490190;1113.24;16.88764328;440.3273328;8144.76;2171.41;3672.12;15.73;180.95;127.85;92.44;645.13
NPL4;2474;Cleistanthus Polystachyus;1.993;48.138;24.153;19930;481380;839.23;23.74795944;573.597226;5980.74;1338.44;3392.3;17.69;143.47;102.2;406.84;290.88
NPL4;2478;Cleistanthus Polystachyus;2.4;48.935;20.387;24000;489350;1112.47;21.57361547;439.8770304;5262.18;1671.65;3137.29;31.39;382.6;323.74;627.85;612.15
NPL4;2479;Syzygium Guineense;2.028;48.17;23.751;20280;481700;1064.39;19.0531666;452.5596821;9245.89;1971.9;5657.55;25.82;375.32;383.26;393.19;417.02
NPL4;2480;Pentadesma Reindersii;1.79;49.136;27.457;17900;491360;815.46;21.95080078;602.5556128;6231.01;2539.23;3316.34;24.22;617.65;563.15;316.9;532.88
NPL4;2483;Syzygium Guineense;1.664;49.843;29.962;16640;498430;673.05;24.72327465;740.5541936;4187.41;1575.82;4120.91;20.15;298.24;330.48;372.8;405.04
NPL4;2486;Cleistanthus Polystachyus;2.11;48.659;23.06;21100;486590;963.01;21.91046822;505.280319;4573.32;1079.97;1261.27;21.44;226.13;159.85;116.96;549.73
NPL4;2496;Pentadesma Reindersii;1.789;48.305;27.007;17890;483050;662.4;27.00785024;729.2421498;5803.48;1400.84;3484.09;26.02;238.14;196.12;324.19;288.17
NPL4;2497;Melchiora Schliebenii ;-9999;-9999;-9999;-99990000;-99990000;3587.78;-27869.60182;-27869.60182;6434;1922.65;5229.68;54.21;245.9;935.19;358.2;445.33
NPL4;2505;Syzygium Guineense;1.433;42.835;29.901;14330;428350;839.62;17.06724471;510.171268;4278.07;1649.26;3768.3;17.99;257.88;201.91;247.89;391.82
NPL4;2523;Melchiora Schliebenii ;1.709;49.44;28.926;17090;494400;1891.51;9.035109516;261.3784754;4817.61;3267.68;5084.16;37.51;298.14;841.11;639.72;426.48
NPL4;2535;Carapa Grandiflora;1.903;49.151;25.829;19030;491510;1924.5;9.888282671;255.3962068;15713.17;2084.06;4489.2;19.46;324.97;272.43;50.59;414.48
NPL4;2537;Carapa Grandiflora;1.93;49.199;25.488;19300;491990;1107.79;17.42207458;444.1184701;9025.7;1595.94;2454.67;15.94;97.63;59.77;71.73;749.15
NPL5;2547;Cleistanthus Polystachyus;1.794;47.362;26.401;17940;473620;958.73;18.71225475;494.0076977;11651.91;1812.03;6434.61;59.67;190.95;97.46;49.73;192.94
NPL5;2548;Pentadesma Reindersii;1.557;50.055;32.151;15570;500550;675.2;23.05983412;741.3359005;6257.28;1980.99;3766.01;31.04;195.96;908.03;413.27;343.42
NPL5;2550;Syzygium Guineense;1.876;124.098;66.147;18760;1240980;820.17;22.87330675;1513.076557;4785.34;2170.92;5565.01;40.5;220.74;251.11;419.2;425.27
NPL5;2574;Melchiora Schliebenii ;1.808;45.36;25.085;18080;453600;793.43;22.78713938;571.6950456;7286.29;2319.83;2382.17;11.33;192.69;102.01;612.07;207.8
NPL5;2605;Cleistanthus Polystachyus;1.895;49.145;25.941;18950;491450;963.92;19.65930783;509.8452154;3540.6;6646.78;14889.53;83.9;363.57;242.38;637.64;374.76
NPL5;2606;Melchiora Schliebenii ;1.721;50.342;29.244;17210;503420;666.11;25.83657354;755.7610605;5410.95;1752.21;4010.35;23.44;279.34;808.71;314.5;347.71
NPL5;2607;Cleistanthus Polystachyus;1.882;48.696;25.872;18820;486960;886.77;21.22309054;549.1390101;6466.75;3873.18;15847.44;116.33;293.68;175.45;1634.33;396.66
NPL5;2610;Cleistanthus Polystachyus;1.835;48.296;26.326;18350;482960;793.49;23.12568526;608.6529131;3117.41;1004.05;2162.11;13.65;270.99;194.96;280.74;434.76
NPL5;2646;Pentadesma Reindersii;1.718;45.478;26.477;17180;454780;813.77;21.1116163;558.8556963;6861.09;1541.69;3273.76;14.93;160.52;95.19;87.72;621.53
NPL5;2648;Cleistanthus Polystachyus;1.594;48.642;30.514;15940;486420;750.34;21.24370285;648.2661194;6449.43;2873.72;6404.95;23.21;146.97;177.92;450.59;469.93
NPL5;2650;Syzygium Guineense;1.472;48.103;32.682;14720;481030;1055.75;13.94269477;455.6287;11690.18;2443.02;6038.48;27.63;264.43;252.59;45.39;416.38
NPL2;2662;Sericanthe Leonardii;-9999;-9999;-9999;-99990000;-99990000;1005.85;-99408.46051;-99408.46051;10294.73;372.61;16038.69;91.63;258.59;205.65;46.83;2343.6
NPL2;2673;Syzygium Guineense;1.971;48.063;24.387;19710;480630;666.57;29.56928755;721.0495522;7312.4;2406.39;3656.2;13.89;142.84;1253.78;468.18;142.84
NPL2;2685;Cleistanthus Polystachyus;1.996;48.924;24.508;19960;489240;1224.41;16.301729;399.5720388;5812.44;2848.3;4404.27;17.98;187.76;141.82;93.88;457.41
NPL2;2687;Cleistanthus Polystachyus;0.017;0.023;1.375;170;230;957.24;0.177593916;0.240274121;5168.68;1013.54;1916.41;13.59;126.21;75.72;126.21;574.73
NPL2;2715;Cleistanthus Polystachyus;4.279;101.356;23.685;42790;1013560;1001.74;42.71567473;1011.799469;5349.06;1028.81;2338.04;15.47;284.28;175.98;168.25;754.21
NPL2;2727;Syzygium Guineense;1.572;47.521;30.224;15720;475210;810.13;19.40429314;586.5848691;5681.01;2418.23;6683.54;26.33;157.97;141.77;390.89;228.86
NPL3;2733;Cleistanthus Polystachyus;2.211;48.013;21.714;22110;480130;1016.07;21.76031179;472.536341;5542.18;1509.36;4386.58;21.62;224.05;145.43;514.91;790.06
NPL3;2734;Cleistanthus Polystachyus;-9999;-9999;-9999;-99990000;-99990000;880.8;-113521.7984;-113521.7984;4752.51;1755.86;4471.04;17.23;237.43;164.67;618.48;2217.33
NPL3;2741;Parinari Excelsa;1.925;46.94;24.388;19250;469400;1409.03;13.66188087;333.1369808;13626.71;2009.39;3928.94;30.63;204.21;181.74;30.63;1055.75
NPL3;2746;Cleistanthus Polystachyus;2.034;48.213;23.7;20340;482130;914.25;22.24774405;527.3502871;3548.5;1519.06;3237.05;14.07;158.74;86.4;430;1079.02
NPL3;2762;Cleistanthus Polystachyus;2.035;49.323;24.242;20350;493230;1228.03;16.5712564;401.6432823;10761.08;3282;7253.28;43.58;130.73;69.32;136.67;305.03
NPL3;2769;Diospyros Gabunensis;2.431;49.147;20.219;24310;491470;795.71;30.55133152;617.6496462;11231.27;1984.32;3268.18;11.91;148.82;674.67;416.71;299.63
NPL3;2771;Diospyros Gabunensis;2.939;49.959;16.998;29390;499590;919.26;31.97136827;543.4697474;8714.94;2203.82;4339.4;10.04;281;539.92;477.7;511.82
NPL3;2789;Diospyros Gabunensis;2.568;49.661;19.338;25680;496610;766.15;33.51824055;648.1889969;7109.91;2314.48;3174.89;12.03;314.88;643.8;589.65;437.22
NPL9;2797;Strombosia Scheffleri;3.827;48.742;12.736;38270;487420;1577.51;24.25975113;308.9806087;7008.76;922.36;1391.46;15.83;292.94;120.74;120.74;294.92
NPL9;2805;Cleistanthus Polystachyus;2.143;48.792;22.771;21430;487920;816.16;26.25710645;597.8239561;9033.12;2532.55;5528.56;82.03;1008.92;282.99;100.48;467.55
NPL9;2806;Cleistanthus Polystachyus;2.128;48.947;23.001;21280;489470;1090.76;19.50933294;448.7421614;6791.4;1017.12;2679.14;13.93;264.73;177.15;398.09;2233.28
NPL9;2807;Parinari Excelsa;1.727;45.225;26.192;17270;452250;1895.83;9.109466566;238.54987;23213.84;1407.75;14892.35;64.54;219.84;292.44;38.32;296.48
NPL9;2808;Cleistanthus Polystachyus;1.916;48.242;25.185;19160;482420;878;21.82232346;549.453303;5873.59;852.52;1520.82;13.72;246.94;164.63;233.22;613.42
NPL9;2855;Strombosia Scheffleri;3.392;48.775;14.379;33920;487750;1425.79;23.79031975;342.0910513;6658.24;999.81;1966.54;15.56;324.84;173.12;229.53;258.7
NPL9;2859;Strombosia Scheffleri;3.622;46.732;12.903;36220;467320;1073.97;33.72533683;435.1331974;8129.26;1950.56;4185.57;19.35;238.01;189.64;149;1139.76
NPL6;2882;Diospyros Gabunensis;2.319;49.723;21.444;23190;497230;878.11;26.40899204;566.250242;6621.89;3141.54;5649.56;14.03;392.94;501.2;928.23;435.04
NPL6;2883;Diospyros Gabunensis;2.139;49.565;23.168;21390;495650;810.86;26.37939965;611.2645833;6205.47;2670.73;4434.17;11.81;171.23;513.68;513.68;352.29
NPL6;2884;Strombosia Scheffleri;3.333;48.644;14.594;33330;486440;1322.41;25.20398364;367.8435584;8983.81;1369.22;3526.43;23.41;204.8;152.14;358.88;243.81
NPL6;2887;Syzygium Guineense;1.848;47.107;25.497;18480;471070;791.32;23.35338422;595.2964667;10054.71;1250.49;4765.53;19.54;220.79;228.6;103.56;429.86
NPL6;2890;Strombosia Scheffleri;3.169;48.707;15.37;31690;487070;1406.31;22.53414965;346.3461115;8276.2;1232.96;1996.49;15.58;381.77;225.94;144.14;292.17
NPL6;2900;Strombosia Scheffleri;3.534;47.99;13.58;35340;479900;1891.08;18.68773399;253.7703323;9443.74;1619.26;3219.1;17.47;192.21;133.97;258.23;217.45
NPL6;2907;Diospyros Gabunensis;2.01;51.109;25.433;20100;511090;1255.52;16.00930292;407.0743596;13774.63;2011.49;5174.03;17.09;112.07;58.88;18.99;360.89
NPL6;2915;Cleistanthus Polystachyus;1.835;47.594;25.932;18350;475940;997.98;18.38714203;476.9033448;5193.55;1518.15;5532.26;22.18;266.13;183.47;530.24;989.92
NPL6;2924;Syzygium Guineense;1.613;48.419;30.018;16130;484190;560.04;28.80151418;864.5632455;4125.91;2725.8;5128.51;21.54;242.82;209.53;749.99;342.68
NPL6;2925;Cleistanthus Polystachyus;2.36;48.059;20.365;23600;480590;923.41;25.55744469;520.4513705;7726.15;3596.55;11360.35;91.15;295.25;215.99;57.47;317.05
NPL6;2940;Cleistanthus Polystachyus;2.26;47.536;21.036;22600;475360;1077.78;20.96902893;441.0547607;8511.75;1882.24;3861.4;17.45;271.38;189.97;531.14;608.67
UPL1;2952;Chryssophylum Albidum;2.325;49.224;21.168;23250;492240;1271.32;18.28807853;387.1881194;9849.86;1733.03;7386.47;53.79;141.7;89.22;46.57;164.65
UPL1;2955;Rauwolfia Vomitoria;2.141;60.377;28.196;21410;603770;2082.57;10.2805668;289.9158252;29461.15;2606.17;18601.45;155.5;320.85;236.21;104.33;456.67
UPL1;2963;Aphania Senegalensis;2.325;45.986;19.777;23250;459860;801;29.02621723;574.1073658;9551.94;2487.11;3898.87;16.02;270.34;206.26;490.61;274.34
UPL1;2964;Banquetredendron Oblanceolatum;1.97;45.332;23.009;19700;453320;1026.05;19.19984406;441.8108279;12829.62;2772.73;9973.05;83.84;291.45;205.61;89.83;544.96
UPL1;2965;Banquetredendron Oblanceolatum;2.365;50.107;21.184;23650;501070;862.56;27.41838249;580.9103135;9146.28;3047.45;6643.09;56.98;473.52;182.73;82.52;540.33
UPL1;2973;Celtis Durandii;2.507;36.65;14.618;25070;366500;1119.71;22.38972591;327.3168946;11432.74;2593.84;6819.53;58.42;83.73;54.53;210.31;525.78
UPL1;2991;Uvariopsis Congnesis;3.033;42.271;13.938;30330;422710;1177.88;25.74965192;358.8735695;15246.72;1518.11;17401.51;139.28;389.97;242.74;73.62;2306.01
UPL1;3003;Aphania Senegalensis;2.426;45.017;18.557;24260;450170;3011.28;8.056374698;149.4945671;17978.62;4755.49;18356.76;372.2;326.67;194.02;49.5;437.54
UPL1;3007;Uvariopsis Congnesis;3.505;44.29;12.636;35050;442900;1756.78;19.95127449;252.1089721;20446.41;1860.69;7673.66;65.42;280.93;71.19;32.71;1193
UPL1;3008;Celtis Durandii;3.497;42.586;12.177;34970;425860;3202.76;10.91870761;132.9665663;25555.02;3344.51;9529.74;65.13;273.92;130.26;88.11;1082.27
UPL1;3010;Celtis Durandii;-9999;-9999;-9999;-99990000;-99990000;2305.82;-43364.18281;-43364.18281;20419.24;2481.75;10452.93;93.58;574.58;155.34;69.25;802.92
UPL1;3011;Celtis Durandii;3.877;42.704;11.016;38770;427040;2235.27;17.34466082;191.0462718;24488.38;1333.65;5766.61;45.08;227.28;84.53;35.69;948.58
UPL1;3012;Markhamia Platycalyx;3.051;46.125;15.117;30510;461250;2519.69;12.10863241;183.0582334;19367.14;1686.31;9961.36;62.6;170.2;117.38;31.3;473.42
UPL2;3022;Celtis Durandii;1.552;44.625;28.745;15520;446250;825.12;18.8093853;540.8304247;4905.88;1660;20118.99;550.08;212.62;144.35;152.15;1068.96
UPL2;3036;Uvariopsis Congnesis;3.646;43.898;12.04;36460;438980;1512.25;24.10977021;290.2826914;20128.64;2344.97;9409.34;102.13;212.11;161.04;68.74;1343.35
UPL2;3043;Dasylepis Eggelingii;2.259;42.24;18.696;22590;422400;1107.26;20.40171233;381.4822174;15788.42;4335.98;14065.81;140.54;193.72;155.74;491.9;1889.75
UPL2;3062;Aphania Senegalensis;2.228;45.818;20.569;22280;458180;2252.22;9.89246166;203.4348332;12654.19;1946.8;3704.43;39.41;1131.03;285.71;147.78;384.24
UPL2;3088;Celtis Durandii;3.223;52.674;16.342;32230;526740;996.08;32.35683881;528.8129468;15149.02;2984.31;4666.67;56.86;221.57;188.24;313.73;566.67
UPL4;3101;Uvariopsis Congnesis;3.529;44.102;12.498;35290;441020;1830.57;19.27814834;240.919495;20048.82;2371.61;9384.72;97.63;158.65;61.02;50.85;2111.26
UPL4;3102;Celtis Durandii;3.456;40.79;11.803;34560;407900;820.55;42.11809152;497.1055999;3011.27;549.62;2811.94;13.55;228.36;193.53;598;719.92
UPL4;3115;Chryssophylum Albidum;2.534;50.481;19.919;25340;504810;712.06;35.58688875;708.9430666;8365.2;2516.58;5079.98;44.87;300.43;273.12;622.32;557.94
UPL4;3118;Monodora Angolensis;4.103;44.992;10.965;41030;449920;3416.8;12.00831187;131.6787638;23318.01;3763.15;6365.81;39.37;98.74;36.81;27.75;448.72
UPL4;3126;Banquetredendron Oblanceolatum;2.155;46.908;21.766;21550;469080;1077.15;20.00649863;435.4825233;11066.2;2092.58;28069.69;318.57;248.88;161.27;51.77;1634.64
UPL4;3135;Celtis Durandii;1.949;30.053;15.422;19490;300530;958.08;20.34276887;313.6794422;5403.43;3627.32;26487.36;387.7;397.85;288.24;83.22;3186.85
UPL4;3138;Aphania Senegalensis;2.052;69.249;33.747;20520;692490;1728.19;11.87369444;400.7024691;21278.94;1800.93;5225.85;55.05;167.12;60.95;33.42;1761.61
UPL4;3141;Uvariopsis Congnesis;3.154;66.591;21.112;31540;665910;1675.89;18.81985094;397.3470813;18837.94;2229.25;3926.88;51.38;160.08;69.17;98.81;954.55
UPL4;3146;Uvariopsis Congnesis;3.386;43.541;12.859;33860;435410;1193.46;28.3712902;364.8299901;9353.22;2344.56;7337.82;367.66;128.97;69.3;254.09;750.72
UPL4;3148;Tabernaemontana Holistii;2.532;46.298;18.289;25320;462980;1465.09;17.28221474;316.0078903;6714.33;3903.63;20628.73;238.96;605.23;205.66;13.71;1913.62
UPL4;3154;Chryssophylum Albidum;2.389;60.134;25.167;23890;601340;1314.82;18.1697875;457.3553794;6268.36;769.31;11112;51.95;191.83;149.87;11.99;243.78
UPL4;3155;Banquetredendron Oblanceolatum;1.695;65.324;38.53;16950;653240;1236.66;13.70627335;528.2292627;16377.21;2629.65;4912.56;50.11;212.46;168.36;54.12;485.04
UPL5;3157;Lovoa Brownii;3.91;74.115;18.956;39100;741150;2103.9;18.58453349;352.2743476;22533.84;2412.42;7661.23;139.33;131.37;87.58;59.71;513.54
UPL5;3161;Monodora Angolensis;3.038;43.464;14.305;30380;434640;1122.83;27.05663368;387.0933267;12876.77;2550.27;6058.13;49.77;181.17;115.47;437.99;258.81
UPL5;3162;Bosquecia Phaberas;3.098;45.8;14.784;30980;458000;1827.97;16.94776172;250.5511578;28265.4;5068.92;7576.7;19.76;171.93;308.29;349.79;339.9
UPL5;3163;Chryssophylum Albidum;2.928;49.174;16.791;29280;491740;1182.72;24.75649351;415.7704275;16823.77;2495.33;5096.92;55.1;226.31;177.11;135.79;452.62
UPL5;3171;Funtumia Latifolia;2.049;69.992;34.155;20490;699920;963.06;21.27593296;726.7667643;18690.16;3774.97;8058.8;62.19;301.55;116.85;405.2;2548.06
UPL5;3175;Ehretia Cymosariter;1.675;41.73;24.907;16750;417300;5127.39;3.266769253;81.38643637;26334.89;5050.06;11297.71;91.21;231.98;132.84;25.78;1048.87
UPL5;3181;Celtis Durandii;5.867;43.266;7.374;58670;432660;1733.12;33.85224335;249.6422637;27160.33;1200.86;8617.05;61.63;270.8;102.72;26.15;967.41
UPL5;3184;Tabernaemontana Holistii;3.005;44.786;14.902;30050;447860;3051.23;9.848487331;146.780151;21153.49;3621.62;5336.72;56.65;519.61;173.85;128.93;1058.75
UPL5;3188;Pseudospondias Microcarpa;1.815;40.215;22.156;18150;402150;1415.33;12.8238644;284.1386814;6427.88;3726.59;19619.62;231.7;575.4;193.09;13.52;1562.08
UPL5;3192;Uvariopsis Congnesis;2.764;42.304;15.308;27640;423040;975.75;28.326928;433.5536767;12129.51;3561.9;12633.25;103.13;144.78;111.06;545.39;394.67
UPL10;3215;Celtis Durandii;2.019;32.434;16.068;20190;324340;946.45;21.33234719;342.6911089;4253.16;2829.6;22017.53;208.37;204.48;173.32;288.22;1187.93
UPL10;3225;Rauwolfia Vomitoria;2.551;44.043;17.262;25510;440430;1972.92;12.93007319;223.2376376;21813.14;2103.05;8894.42;38.27;91.85;44.01;26.79;933.84
UPL10;3226;Chryssophylum Albidum;2.83;50.335;17.786;28300;503350;1107.87;25.54451335;454.3403107;22052.14;2171.73;19706.29;403.73;254.48;221.96;30.61;2550.59
UPL10;3227;Margrituria;2.941;63.458;21.576;29410;634580;675.56;43.53425306;939.3392149;8790.1;2059.69;6165.49;48.53;132.01;106.77;58.24;180.54
UPL10;3230;Aphania Senegalensis;2.109;46.178;21.897;21090;461780;1259.1;16.75005957;366.7540307;8370.21;1652.45;7066.76;53.99;161.97;104.12;107.98;291.15
UPL11;3232;Uvariopsis Congnesis;3.466;44.618;12.874;34660;446180;1296.37;26.73619414;344.1764311;10785.39;3099.92;9271.39;365.25;158.97;134.37;236.56;1334.22
UPL11;3234;Funtumia Latifolia;1.748;48.022;27.473;17480;480220;940.15;18.59277775;510.7908313;4450.06;1037.2;1817.63;12.13;268.9;161.75;202.18;843.11
UPL11;3236;Banquetredendron Oblanceolatum;1.892;46.433;24.538;18920;464330;931.34;20.31481521;498.5612129;8563.18;1787.06;10175.12;107.46;193.03;179.1;59.7;302.49
UPL11;3237;Chryssophylum Albidum;2.791;74.227;26.593;27910;742270;934.83;29.85569569;794.0160243;14338.65;1751.07;5676.17;65.22;221.35;156.13;73.13;533.62
UPL11;3239;Banquetredendron Oblanceolatum;1.554;46.418;29.878;15540;464180;8.05;1930.434783;57662.1118;112.63;23.97;64.07;0.8;1.81;1.26;0.65;7.24
UPL11;3240;Uvariopsis Congnesis;3.169;42.201;13.318;31690;422010;1281.1;24.73655452;329.4122239;17074.05;2540.22;11368.04;145.9;157.89;107.92;135.9;1375.04
UPL11;3243;Banquetredendron Oblanceolatum;3.32;38.066;11.465;33200;380660;1306.47;25.41198803;291.365282;41414.18;10567.47;36549.32;221.4;464.75;309.17;225.39;566.47
UPL11;3244;Uvariopsis Congnesis;3.454;43.259;12.526;34540;432590;1338.71;25.80095764;323.1394402;17059.17;2313.74;10114.02;139.57;202.48;147.43;96.32;1495.97
UPL11;3247;Bersama Abyssinica;1.788;40.904;22.877;17880;409040;1274.31;14.03112273;320.9893982;4463.99;3645.07;26037.33;308.8;207.17;152.45;50.82;1571.39
UPL11;3248;Tabernaemontana Holistii;2.25;71.394;31.733;22500;713940;957.15;23.50728726;745.9018963;16481.69;2682.75;5812.95;60.31;171.2;126.45;202.32;597.25
UPL11;3265;Uvariopsis Congnesis;3.516;45.236;12.866;35160;452360;1252.17;28.07925441;361.2608512;25014.47;2149.33;6050.55;88.75;94.54;44.38;727.38;526.72
UPL11;3266;Celtis Durandii;3.676;37.266;10.139;36760;372660;900.21;40.8349163;413.9700736;15694.24;2208.89;5381.45;77.33;228.03;212.16;79.31;1056.86
UPL11;3267;Chryssophylum Albidum;2.894;50.111;17.316;28940;501110;1452.41;19.92550313;345.019657;8765.35;1291.9;12092.98;101.79;299.49;172.25;78.3;448.25
UPL11;3268;Aphania Senegalensis;2.137;64.211;30.052;21370;642110;1270.5;16.82014955;505.399449;16870.46;3240.88;18335.82;133.21;369.82;163.04;53.68;703.85
UPL11;3272;Dasylepis Eggelingii;2.686;42.079;15.669;26860;420790;2009.78;13.36464688;209.371175;13846.92;2915.88;7809.6;61.87;163.66;123.74;331.3;305.36
UPL11;3274;Uvariopsis Congnesis;3.519;44.926;12.766;35190;449260;1744.42;20.17289414;257.5411885;8648.75;4141.06;17428.72;310.68;293.31;156.3;77.19;578.9
UPL11;3275;Celtis Durandii;2.663;36.767;13.805;26630;367670;1301.18;20.46603852;282.5665934;9852.95;2628.11;26558.4;360.45;534.73;251.52;65.36;1418.03
UPL6;3277;Uvariopsis Congnesis;3.713;44.716;12.044;37130;447160;1021.41;36.35170989;437.7869807;17313.52;5183.58;11839.84;86.63;155.12;108.79;1118.11;1621.76
UPL6;3278;Ritchiea Albersii;2.228;48.366;21.707;22280;483660;1283.56;17.35797314;376.8113684;17380.98;3277.77;19968.06;259.51;475.1;251.52;55.89;1722.73
UPL6;3279;Banquetredendron Oblanceolatum;1.668;65.638;39.353;16680;656380;1213.95;13.74026937;540.6977223;16556.68;3471.68;7924.74;100.22;94.54;35.93;32.15;943.56
UPL6;3281;Funtumia Latifolia;1.699;48.452;28.514;16990;484520;1066.88;15.92494001;454.1466707;5604.12;957;1328.6;9.99;129.86;69.93;145.85;447.53
UPL6;3287;Trema Orientalis;2.346;43.632;18.598;23460;436320;1806.85;12.9839223;241.4810305;19468.51;2883.78;6517.43;69.8;221.37;89.74;55.84;1039.04
UPL6;3289;Trema Orientalis;-9999;-9999;-9999;-99990000;-99990000;1189.28;-84076.07964;-84076.07964;13900.49;2601.63;9503.31;234.45;320.69;345.68;266.41;1202.95
UPL6;3308;Frema Orientalis;2.927;44.302;15.135;29270;443020;1222.15;23.94959702;362.4923291;19136.97;6234.84;8468.55;9.4;86.49;351.6;116.57;148.54
UPL6;3310;Funtumia Latifolia;2.339;48.429;20.703;23390;484290;2314.38;10.10637838;209.252586;24756.6;3262.05;7260.32;38.44;159.55;71.12;136.48;1703.11
UPL6;3312;Uvariopsis Congnesis;3.15;41.389;13.138;31500;413890;1447.41;21.76301117;285.952149;9570.45;4901.7;15766.26;173.21;384.25;173.21;97.56;1521.08
UPL6;3313;Celtis Durandii;2.431;35.845;14.746;24310;358450;1340.81;18.13083136;267.3383999;7955.12;5669.94;27577.37;336.61;542.31;276.76;57.97;1466.11
UPL6;3314;Chryssophylum Albidum;2.686;49.086;18.275;26860;490860;1961.24;13.69541719;250.2804348;12085.27;1866.28;4269.38;23.26;122.09;50.39;455.43;294.57
UPL6;3315;Celtis Durandii;2.961;38.3;12.933;29610;383000;1562.91;18.94542872;245.0556974;22860.78;3458.36;17888.41;207.35;999.56;461.64;88.02;1664.63
UPL6;3335;Banquetredendron Oblanceolatum;2.326;47.285;20.332;23260;472850;1262.52;18.42347052;374.5287203;15364.26;2112.63;20649.74;79.76;342.38;202.31;361.83;957.11
UPL6;3339;Banquetredendron Oblanceolatum;2.096;47.663;22.735;20960;476630;2879.23;7.279724093;165.5407869;44789.52;2085.57;11256.95;133.92;785.78;293.44;57.11;1028.01
UPL6;3350;Banquetredendron Oblanceolatum;1.863;46.373;24.889;18630;463730;1137.05;16.38450376;407.836067;11591.28;2369.01;6227.6;54.24;102.66;60.05;428.09;207.26
UPL12;3356;Uvariopsis Congnesis;3.438;45.476;13.229;34380;454760;1153.42;29.80700872;394.2709507;17029.27;2444.8;11614.7;149.45;208.84;149.45;162.86;2385.4
UPL12;3357;Uvariopsis Congnesis;3.273;43.313;13.233;32730;433130;2013.2;16.25769919;215.1450427;20510.86;3822.86;10160.71;106.81;338.56;106.81;334.53;1690.77
UPL12;3360;Chryssophylum Albidum;2.816;49.032;17.41;28160;490320;890.79;31.612389;550.4327619;6766.6;3327.15;11450.87;85.65;512.02;215.08;70.43;317.87
