forest;plotID;treeID;genus;species;famil;meanWD;predHeight18;predHeight20;DBH18;DBH20;TreeBA;BA per Ha;tree_status;comments
Kahuzi;KBPL8;1493;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;13.67352445;13.80039211;22.8;24.84;0.048461191;0.302882441;1;
Kahuzi;KBPL8;1494;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;9.452258307;9.3453603;12.8;13.79;0.014935488;0.093346803;1;HostofAspleniumsandersonii
Kahuzi;KBPL8;1495;Macaranga;Spinosa;Euphorbiaceae;0.3818;12.39300649;12.34746791;19.3;20.7;0.033653605;0.210335029;1;
Kahuzi;KBPL8;1496;Macaranga;Spinosa;Euphorbiaceae;0.3818;8.115798965;7.61051106;10.4;10.57;0.008774874;0.05484296;1;
Kahuzi;KBPL8;1497;Agauria;Salicifolia;Ericaceae;0.4708;10.5924831;10.48092437;15.1;16.18;0.020561175;0.128507344;1;
Kahuzi;KBPL8;1498;Strombosia;Scheffleri;Olacaceae;0.584;10.11196492;10.50797798;14.1;16.24;0.020713951;0.129462194;1;
Kahuzi;KBPL8;1499;Dombeya;Goetzenii;Malvaceae;0.5;14.826598;15.06067127;26.4;28.98;0.065961065;0.412256656;1;
Kahuzi;KBPL8;1500;Alangium;Chinense;Alangiaceae;0.4017;10.77857932;10.72200922;15.5;16.72;0.021956517;0.13722823;1;
Kahuzi;KBPL8;1501;Dombeya;Goetzenii;Malvaceae;0.5;16.28409003;16.16501319;31.7;33.12;0.086153228;0.538457674;1;
Kahuzi;KBPL8;1502;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;13.84283708;13.85240448;23.3;25;0.0490875;0.306796875;1;
Kahuzi;KBPL8;1503;Taberemonta;Johnstonii;Apocyceae;0.5261;19.94897932;19.88073581;50.6;52.23;0.214254992;1.339093697;1;
Kahuzi;KBPL8;1504;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;14.07467953;14.35424259;24;26.59;0.055529987;0.347062419;1;
Kahuzi;KBPL8;1505;Agauria;Salicifolia;Ericaceae;0.4708;23.32013351;23.28814619;82.6;83.76;0.551016031;3.443850194;1;
Kahuzi;KBPL8;1506;Myrianthus;Holstii;Moraceae;0.469;13.9096878;14.32654533;23.5;26.5;0.055154715;0.344716969;1;
Kahuzi;KBPL8;1507;Agauria;Salicifolia;Ericaceae;0.4708;23.60174563;23.82241298;86.6;91.3;0.654685093;4.091781829;1;
Kahuzi;KBPL8;1508;Allophylus;Kivuensis;Sapindaceae;0.5178;11.5761222;11.2180831;17.3;17.87;0.02508072;0.156754501;1;
Kahuzi;KBPL8;1509;Maesa;Lanceolata;Maesaceae;0.676;7.876242664;7.976432201;10;11.21;0.009869658;0.061685365;1;
Kahuzi;KBPL8;1510;Taberemonta;Johnstonii;Apocyceae;0.5261;14.55210658;15.06067127;25.5;28.98;0.065961065;0.412256656;1;
Kahuzi;KBPL8;1511;Taberemonta;Johnstonii;Apocyceae;0.5261;16.55649786;16.13492716;32.8;33;0.08553006;0.534562875;1;
Kahuzi;KBPL8;1512;Taberemonta;Johnstonii;Apocyceae;0.5261;8.350264765;8.681154187;10.8;12.5;0.012271875;0.076699219;1;
Kahuzi;KBPL8;1513;Agauria;Salicifolia;Ericaceae;0.4708;22.96680543;23.23440122;78;83.06;0.541844601;3.386528757;1;
Kahuzi;KBPL8;1514;Myrianthus;Holstii;Moraceae;0.469;12.54844864;12.82717458;19.7;22;0.03801336;0.2375835;1;
Kahuzi;KBPL8;1515;Xymalos;Monospora;Monimiaceae;0.4708;8.970241151;9.330345667;11.9;13.76;0.014870575;0.092941094;1;
Kahuzi;KBPL8;1516;Taberemonta;Johnstonii;Apocyceae;0.5261;16.45852319;17.70571831;32.4;39.9;0.125036465;0.781477909;1;
Kahuzi;KBPL8;1517;Taberemonta;Johnstonii;Apocyceae;0.5261;17.14231847;18.43787894;35.3;43.63;0.14950693;0.934418311;1;
Kahuzi;KBPL8;1518;Maesa;Lanceolata;Maesaceae;0.676;12.31433337;11.85582142;19.1;19.43;0.029650806;0.185317535;1;
Kahuzi;KBPL8;1519;Maesa;Lanceolata;Maesaceae;0.676;7.876242664;7.743311997;10;10.8;0.009160906;0.05725566;1;
Kahuzi;KBPL8;1520;Maesa;Lanceolata;Maesaceae;0.676;7.876242664;7.976432201;10;11.21;0.009869658;0.061685365;1;
Kahuzi;KBPL8;1521;Xymalos;Monospora;Monimiaceae;0.4708;8.804638542;8.483340101;11.6;12.13;0.011556132;0.072225826;1;
Kahuzi;KBPL8;1522;Allophylus;Kivuensis;Sapindaceae;0.5178;10.91595736;10.65113509;15.8;16.56;0.021538307;0.134614418;1;
Kahuzi;KBPL8;1523;Allophylus;Kivuensis;Sapindaceae;0.5178;9.659680677;9.3453603;13.2;13.79;0.014935488;0.093346803;1;
Kahuzi;KBPL8;1524;Dombeya;Goetzenii;Malvaceae;0.5;16.4831314;16.16501319;32.5;33.12;0.086153228;0.538457674;1;
Kahuzi;KBPL8;1525;Allophylus;Kivuensis;Sapindaceae;0.5178;13.3606379;13.48559317;21.9;23.89;0.044825299;0.28015812;1;
Kahuzi;KBPL8;1526;Ficalhoa;Laurifolia;Theaceae;0.57;19.45275561;20.0221923;47.4;53.18;0.222119948;1.388249674;1;
Kahuzi;KBPL8;1527;Xymalos;Monospora;Monimiaceae;0.4708;15.32236375;14.92314586;28.1;28.5;0.063794115;0.398713219;1;
Kahuzi;KBPL8;1528;Xymalos;Monospora;Monimiaceae;0.4708;9.608204849;10.02929282;13.1;15.2;0.018145882;0.11341176;1;
Kahuzi;KBPL8;1529;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;17.11972682;17.72631962;35.2;40;0.125664;0.7854;1;Affected by termites
Kahuzi;KBPL8;1530;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;9.399762741;9.295233806;12.7;13.69;0.01471966;0.091997878;1;
Kahuzi;KBPL2;1531;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;18.51601798;;42;;0;0;1;Forestcleared
Kahuzi;KBPL2;1532;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.79001707;;38.3;;0;0;1;Forestcleared
Kahuzi;KBPL2;1533;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.62789231;;48.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1534;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;15.54598678;;28.9;;0;0;1;Forestcleared
Kahuzi;KBPL2;1535;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.9129382;;38.9;;0;0;1;Forestcleared
Kahuzi;KBPL2;1536;Lindackeria;Kivuensis;Flacourtiaceae;0.56;8.233656675;;10.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1537;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;15.6555898;;29.3;;0;0;1;Forestcleared
Kahuzi;KBPL2;1538;Xymalos;Monospora;Monimiaceae;0.4468;9.96336189;;13.8;;0;0;1;Forestcleared
Kahuzi;KBPL2;1539;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;16.6291845;;33.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1540;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;18.77195544;;43.4;;0;0;1;Forestcleared
Kahuzi;KBPL2;1541;Polyscias;Fulva;Araliaceae;0.237;15.97591534;;30.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1542;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.51630383;;37;;0;0;1;Forestcleared
Kahuzi;KBPL2;1543;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;16.8432591;;34;;0;0;1;Forestcleared
Kahuzi;KBPL2;1544;Xymalos;Monospora;Monimiaceae;0.4468;10.40294892;;14.7;;0;0;1;Forestcleared
Kahuzi;KBPL2;1545;Xymalos;Monospora;Monimiaceae;0.4468;13.9096878;;23.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1546;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;18.55317896;;42.2;;0;0;1;Forestcleared
Kahuzi;KBPL2;1547;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;16.53211838;;32.7;;0;0;1;Forestcleared
Kahuzi;KBPL2;1548;Ficalhoa;Laurifolia;Theaceae;0.57;14.26874311;;24.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1549;Xymalos;Monospora;Monimiaceae;0.4468;8.692811477;;11.4;;0;0;1;Forestcleared
Kahuzi;KBPL2;1550;Xymalos;Monospora;Monimiaceae;0.4468;9.812617948;;13.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1551;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;16.91331913;;34.3;;0;0;1;Forestcleared
Kahuzi;KBPL2;1552;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;14.67517196;;25.9;;0;0;1;Forestcleared
Kahuzi;KBPL2;1553;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;14.70566905;;26;;0;0;1;Forestcleared
Kahuzi;KBPL2;1554;Ficalhoa;Laurifolia;Theaceae;0.57;14.58303567;;25.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1555;Ficalhoa;Laurifolia;Theaceae;0.57;17.05154451;;34.9;;0;0;1;Forestcleared
Kahuzi;KBPL2;1556;Solanum;Angustispinosum;Solaceae;0.4119;10.25847764;;14.4;;0;0;1;Forestcleared
Kahuzi;KBPL2;1557;Polyscias;Fulva;Araliaceae;0.237;16.95967283;;34.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1558;Hagenia;Abyssinica;Rosaceae;0.566;15.60096921;;29.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1559;Ficalhoa;Laurifolia;Theaceae;0.57;10.11196492;;14.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1560;Hagenia;Abyssinica;Rosaceae;0.566;15.97591534;;30.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1561;Allophylus;Kivuensis;Sapindaceae;0.5178;10.3068592;;14.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1562;Polyscias;Fulva;Araliaceae;0.237;18.2307046;;40.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1563;Hagenia;Abyssinica;Rosaceae;0.566;13.87632416;;23.4;;0;0;1;Forestcleared
Kahuzi;KBPL2;1564;Polyscias;Fulva;Araliaceae;0.237;19.35512046;;46.8;;0;0;1;Forestcleared
Kahuzi;KBPL2;1565;Polyscias;Fulva;Araliaceae;0.237;18.87871916;;44;;0;0;1;Forestcleared
Kahuzi;KBPL2;1566;Hagenia;Abyssinica;Rosaceae;0.566;14.79652352;;26.3;;0;0;1;Forestcleared
Kahuzi;KBPL2;1567;Ficalhoa;Laurifolia;Theaceae;0.57;15.923391;;30.3;;0;0;1;Forestcleared
Kahuzi;KBPL2;1568;Polyscias;Fulva;Araliaceae;0.237;10.06266529;;14;;0;0;1;Forestcleared
Kahuzi;KBPL2;1569;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.25427179;;35.8;;0;0;1;Forestcleared
Kahuzi;KBPL2;1570;Hagenia;Abyssinica;Rosaceae;0.566;16.50766301;;32.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1571;Hagenia;Abyssinica;Rosaceae;0.566;18.89634711;;44.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1572;Xymalos;Monospora;Monimiaceae;0.4468;10.5924831;;15.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1573;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.53772666;;37.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1574;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;15.15066004;;27.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1575;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.42998422;;36.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1576;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.14231847;;35.3;;0;0;1;Forestcleared
Kahuzi;KBPL2;1577;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.81065047;;38.4;;0;0;1;Forestcleared
Kahuzi;KBPL2;1578;Polyscias;Fulva;Araliaceae;0.237;16.50766301;;32.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1579;Macaranga;Spinosa;Euphorbiaceae;0.3818;16.74884378;;33.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1580;Alangium;Chinense;Alangiaceae;0.4017;11.91110078;;18.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1581;Hagenia;Abyssinica;Rosaceae;0.566;19.87405966;;50.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1582;Ficalhoa;Laurifolia;Theaceae;0.57;15.70985219;;29.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1583;Ficalhoa;Laurifolia;Theaceae;0.57;15.60096921;;29.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1584;Ficalhoa;Laurifolia;Theaceae;0.57;17.23201413;;35.7;;0;0;1;Forestcleared
Kahuzi;KBPL2;1585;Ficalhoa;Laurifolia;Theaceae;0.57;12.15504038;;18.7;;0;0;1;Forestcleared
Kahuzi;KBPL2;1586;Ficalhoa;Laurifolia;Theaceae;0.57;12.85194529;;20.5;;0;0;1;Forestcleared
Kahuzi;KBPL2;1587;Bridelia;Brideliifolia;Phyllanthaceae;0.555;16.5808018;;32.9;;0;0;1;Forestcleared
Kahuzi;KBPL2;1588;Hagenia;Abyssinica;Rosaceae;0.566;23.39267107;;83.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1589;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.08719481;;45.2;;0;0;1;Forestcleared
Kahuzi;KBPL2;1590;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;18.32712507;;41;;0;0;1;Forestcleared
Kahuzi;KBPL2;1591;Hagenia;Abyssinica;Rosaceae;0.566;17.9332216;;39;;0;0;1;Forestcleared
Kahuzi;KBPL2;1592;Hagenia;Abyssinica;Rosaceae;0.566;20.3379102;;53.3;;0;0;1;Forestcleared
Kahuzi;KBPL2;1593;Polyscias;Fulva;Araliaceae;0.237;18.4973612;;41.9;;0;0;1;Forestcleared
Kahuzi;KBPL2;1594;Maesa;Lanceolata;Maesaceae;0.676;7.936619198;;10.1;;0;0;1;Forestcleared
Kahuzi;KBPL2;1595;Polyscias;Fulva;Araliaceae;0.237;10.45066057;;14.8;;0;0;1;Forestcleared
Kahuzi;KBPL2;1596;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.54889526;;48;;0;0;1;Forestcleared
Kahuzi;KBPL2;1597;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.05154451;;34.9;;0;0;1;Forestcleared
Kahuzi;KBPL2;1598;Alangium;Chinense;Alangiaceae;0.4017;10.25847764;;14.4;;0;0;1;Forestcleared
Kahuzi;KBPL2;1599;Hagenia;Abyssinica;Rosaceae;0.566;18.77195544;;43.4;;0;0;1;Forestcleared
Kahuzi;KBPL2;1600;Hagenia;Abyssinica;Rosaceae;0.566;19.12130221;;45.4;;0;0;1;Forestcleared
Kahuzi;KBPL2;1601;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.79819625;;49.6;;0;0;1;Forestcleared
Kahuzi;KBPL2;1602;Lindackeria;Kivuensis;Flacourtiaceae;0.56;8.40810719;;10.9;;0;0;1;Forestcleared
Kahuzi;KBPL3;1603;Hagenia;Abyssinica;Rosaceae;0.566;10.82457835;;15.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1604;Hagenia;Abyssinica;Rosaceae;0.566;23.70824243;;88.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1605;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;12.5098235;;19.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1606;Polyscias;Fulva;Araliaceae;0.237;19.56477539;;48.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1607;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;7.876242664;;10;;0;0;1;Forestcleared
Kahuzi;KBPL3;1608;Hagenia;Abyssinica;Rosaceae;0.566;16.38423528;;32.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1609;Lindackeria;Kivuensis;Flacourtiaceae;0.56;8.636462832;;11.3;;0;0;1;Forestcleared
Kahuzi;KBPL3;1610;Polyscias;Fulva;Araliaceae;0.237;11.31724627;;16.7;;0;0;1;Forestcleared
Kahuzi;KBPL3;1611;Hagenia;Abyssinica;Rosaceae;0.566;21.61179018;;63.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1612;Bridelia;Brideliifolia;Phyllanthaceae;0.555;16.30924475;;31.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1613;Hagenia;Abyssinica;Rosaceae;0.566;18.78986888;;43.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1614;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;16.72505884;;33.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1615;Hagenia;Abyssinica;Rosaceae;0.566;18.73598372;;43.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1616;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.23927861;;46.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1617;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;16.93653106;;34.4;;0;0;1;Forestcleared
Kahuzi;KBPL3;1618;Hagenia;Abyssinica;Rosaceae;0.566;10.11196492;;14.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1619;Hagenia;Abyssinica;Rosaceae;0.566;8.579820697;;11.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1620;Hagenia;Abyssinica;Rosaceae;0.566;21.75223205;;64.9;;0;0;1;Forestcleared
Kahuzi;KBPL3;1621;Maesa;Lanceolata;Maesaceae;0.676;19.33870023;;46.7;;0;0;1;Forestcleared
Kahuzi;KBPL3;1622;Maesa;Lanceolata;Maesaceae;0.676;17.49481844;;36.9;;0;0;1;Forestcleared
Kahuzi;KBPL3;1623;Maesa;Lanceolata;Maesaceae;0.676;16.5808018;;32.9;;0;0;1;Forestcleared
Kahuzi;KBPL3;1624;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;15.84396457;;30;;0;0;1;Forestcleared
Kahuzi;KBPL3;1625;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;9.863107005;;13.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1626;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;8.174885438;;10.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1627;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;13.77548969;;23.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1628;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.55908719;;37.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1629;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;13.43109279;;22.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1630;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;15.4906388;;28.7;;0;0;1;Forestcleared
Kahuzi;KBPL3;1631;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;13.74162791;;23;;0;0;1;Forestcleared
Kahuzi;KBPL3;1632;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;13.53577657;;22.4;;0;0;1;Forestcleared
Kahuzi;KBPL3;1633;Hagenia;Abyssinica;Rosaceae;0.566;12.11480516;;18.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1634;Hagenia;Abyssinica;Rosaceae;0.566;13.57040808;;22.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1635;Polyscias;Fulva;Araliaceae;0.237;17.20969026;;35.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1636;Polyscias;Fulva;Araliaceae;0.237;20.63645133;;55.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1637;Maesa;Lanceolata;Maesaceae;0.676;8.174885438;;10.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1638;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.51701288;;47.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1639;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;14.42728913;;25.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1640;Hagenia;Abyssinica;Rosaceae;0.566;21.04374145;;58.7;;0;0;1;Forestcleared
Kahuzi;KBPL3;1641;Albizia;Adianthifolia;Fabaceae;0.5075;20.13946884;;51.9;;0;0;1;Forestcleared
Kahuzi;KBPL3;1642;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.81344522;;49.7;;0;0;1;Forestcleared
Kahuzi;KBPL3;1643;Hagenia;Abyssinica;Rosaceae;0.566;17.68595713;;37.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1644;Polyscias;Fulva;Araliaceae;0.237;15.6555898;;29.3;;0;0;1;Forestcleared
Kahuzi;KBPL3;1645;Polyscias;Fulva;Araliaceae;0.237;8.115798965;;10.4;;0;0;1;Forestcleared
Kahuzi;KBPL3;1646;Bridelia;Brideliifolia;Phyllanthaceae;0.555;15.06348842;;27.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1647;Alangium;Chinense;Alangiaceae;0.4017;8.350264765;;10.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1648;Albizia;Adianthifolia;Fabaceae;0.5075;10.5924831;;15.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1649;Ficalhoa;Laurifolia;Theaceae;0.57;8.056394382;;10.3;;0;0;1;Forestcleared
Kahuzi;KBPL3;1650;Bridelia;Brideliifolia;Phyllanthaceae;0.555;18.57168357;;42.3;;0;0;1;Forestcleared
Kahuzi;KBPL3;1651;Polyscias;Fulva;Araliaceae;0.237;11.36086127;;16.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1652;Polyscias;Fulva;Araliaceae;0.237;14.3958064;;25;;0;0;1;Forestcleared
Kahuzi;KBPL3;1653;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;16.20814689;;31.4;;0;0;1;Forestcleared
Kahuzi;KBPL3;1654;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;13.57040808;;22.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1655;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;13.74162791;;23;;0;0;1;Forestcleared
Kahuzi;KBPL3;1656;Xymalos;Monospora;Monimiaceae;0.4669;9.293988599;;12.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1657;Xymalos;Monospora;Monimiaceae;0.4669;8.804638542;;11.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1658;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;14.10731749;;24.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1659;Ficalhoa;Laurifolia;Theaceae;0.57;9.240705622;;12.4;;0;0;1;Forestcleared
Kahuzi;KBPL3;1660;Albizia;Adianthifolia;Fabaceae;0.5075;20.74117265;;56.3;;0;0;1;Forestcleared
Kahuzi;KBPL3;1661;Maesa;Lanceolata;Maesaceae;0.676;9.608204849;;13.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1662;Ficalhoa;Laurifolia;Theaceae;0.57;13.80922583;;23.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1663;Ficalhoa;Laurifolia;Theaceae;0.57;15.35064481;;28.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1664;Polyscias;Fulva;Araliaceae;0.237;9.761885204;;13.4;;0;0;1;Forestcleared
Kahuzi;KBPL3;1665;Albizia;Adianthifolia;Fabaceae;0.5075;16.35931701;;32;;0;0;1;Forestcleared
Kahuzi;KBPL3;1666;Polyscias;Fulva;Araliaceae;0.237;8.915322058;;11.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1667;Albizia;Adianthifolia;Fabaceae;0.5075;17.34264617;;36.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1668;Albizia;Adianthifolia;Fabaceae;0.5075;17.64391174;;37.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1669;Ficalhoa;Laurifolia;Theaceae;0.57;9.024881695;;12;;0;0;1;Forestcleared
Kahuzi;KBPL3;1670;Ficalhoa;Laurifolia;Theaceae;0.57;13.2896428;;21.7;;0;0;1;Forestcleared
Kahuzi;KBPL3;1671;Polyscias;Fulva;Araliaceae;0.237;8.692811477;;11.4;;0;0;1;Forestcleared
Kahuzi;KBPL3;1672;Hagenia;Abyssinica;Rosaceae;0.566;12.73926599;;20.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1673;Albizia;Adianthifolia;Fabaceae;0.5075;17.5803857;;37.3;;0;0;1;Forestcleared
Kahuzi;KBPL3;1674;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.05290725;;45;;0;0;1;Forestcleared
Kahuzi;KBPL3;1675;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;9.347006901;;12.6;;0;0;1;Forestcleared
Kahuzi;KBPL3;1676;Polyscias;Fulva;Araliaceae;0.237;10.06266529;;14;;0;0;1;Forestcleared
Kahuzi;KBPL3;1677;Polyscias;Fulva;Araliaceae;0.237;11.53344077;;17.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1678;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;18.28871734;;40.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1679;Ficalhoa;Laurifolia;Theaceae;0.57;11.09628186;;16.2;;0;0;1;Forestcleared
Kahuzi;KBPL3;1680;Maesa;Lanceolata;Maesaceae;0.676;7.876242664;;10;;0;0;1;Forestcleared
Kahuzi;KBPL3;1681;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;18.6452007;;42.7;;0;0;1;Forestcleared
Kahuzi;KBPL3;1682;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;12.58691854;;19.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1683;Allophylus;Kivuensis;Sapindaceae;0.5178;13.57040808;;22.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1684;Ficalhoa;Laurifolia;Theaceae;0.57;15.6555898;;29.3;;0;0;1;Forestcleared
Kahuzi;KBPL3;1685;Allophylus;Kivuensis;Sapindaceae;0.5178;10.49815236;;14.9;;0;0;1;Forestcleared
Kahuzi;KBPL3;1686;Polyscias;Fulva;Araliaceae;0.237;9.024881695;;12;;0;0;1;Forestcleared
Kahuzi;KBPL3;1687;Ficalhoa;Laurifolia;Theaceae;0.57;17.02868028;;34.8;;0;0;1;Forestcleared
Kahuzi;KBPL3;1688;Ficalhoa;Laurifolia;Theaceae;0.57;13.63928125;;22.7;;0;0;1;Forestcleared
Kahuzi;KBPL3;1689;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;15.15066004;;27.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1690;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;16.13147718;;31.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1691;Maesa;Lanceolata;Maesaceae;0.676;10.96134041;;15.9;;0;0;1;Forestcleared
Kahuzi;KBPL3;1692;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;19.62789231;;48.5;;0;0;1;Forestcleared
Kahuzi;KBPL3;1693;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;17.74857243;;38.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1694;Xymalos;Monospora;Monimiaceae;0.4669;7.936619198;;10.1;;0;0;1;Forestcleared
Kahuzi;KBPL3;1695;Hagenia;Abyssinica;Rosaceae;0.566;16.43383801;;32.3;;0;0;1;Forestcleared
