forest;plotID;treeID;genus;species;famil;meanWD;predHeight18;predHeight20;DBH18;DBH20;TreeBA;BA per Ha;tree_status;comments
Kahuzi;KBPL1;1001;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;8.579820697;8.823398197;11.2;12.77;0.012807746;0.08004841;1;
Kahuzi;KBPL1;1002;Strombosia;Scheffleri;Olacaceae;0.584;7.996668776;8.260138447;10.2;11.72;0.010788129;0.067425805;1;
Kahuzi;KBPL1;1003;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;8.522882473;7.942601859;11.1;11.15;0.009764289;0.061026807;1;
Kahuzi;KBPL1;1004;Dombeya;Goetzenii;Malvaceae;0.5;19.46888187;19.33059802;47.5;48.73;0.186502097;1.165638107;1;
Kahuzi;KBPL1;1005;Polyscias;Fulva;Araliaceae;0.237;13.57040808;14.66246172;22.5;27.61;0.059871992;0.374199952;1;
Kahuzi;KBPL1;1006;Taberemonta;Johnstonii;Apocyceae;0.5261;16.10575732;16.3823936;31;34;0.09079224;0.5674515;1;
Kahuzi;KBPL1;1007;Galiniera;Coffeoides;Rubiaceae;0.4731;8.056394382;7.743311997;10.3;10.8;0.009160906;0.05725566;1;
Kahuzi;KBPL1;1008;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;15.17952001;15.73901541;27.6;31.46;0.07773352;0.485834499;1;
Kahuzi;KBPL1;1009;Xymalos;Monospora;Monimiaceae;0.4731;9.761885204;9.796337094;13.4;14.71;0.016994807;0.106217545;1;
Kahuzi;KBPL1;1010;Dombeya;Goetzenii;Malvaceae;0.5;22.3227238;22.25862023;70.6;71.82;0.405118148;2.531988424;1;
Kahuzi;KBPL1;1011;Alangium;Chinense;Alangiaceae;0.4017;13.18212263;12.99862302;21.4;22.48;0.03969022;0.248063878;1;
Kahuzi;KBPL1;1012;Dombeya;Goetzenii;Malvaceae;0.5;20.83119004;20.75066239;57;58.44;0.268232447;1.676452793;1;
Kahuzi;KBPL1;1013;Millettia;Dura;Fabaceae;0.6967;12.47104212;12.06776016;19.5;19.97;0.031321823;0.195761392;1;
Kahuzi;KBPL1;1014;Strombosia;Scheffleri;Olacaceae;0.584;10.45066057;10.59320553;14.8;16.43;0.021201472;0.132509203;1;
Kahuzi;KBPL1;1015;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;13.18212263;12.67834731;21.4;21.59;0.036609701;0.228810631;1;
Kahuzi;KBPL1;1016;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;14.521068;14.37572778;25.4;26.66;0.055822745;0.348892155;1;
Kahuzi;KBPL1;1017;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;15.20828223;15.14274553;27.7;29.27;0.067287802;0.420548762;1;
Kahuzi;KBPL1;1018;Strombosia;Scheffleri;Olacaceae;0.584;9.761885204;10.05279046;13.4;15.25;0.018265459;0.114159117;1;
Kahuzi;KBPL1;1019;Maesa;Lanceolata;Maesaceae;0.676;15.89700127;15.84883001;30.2;31.88;0.079822904;0.498893149;1;
Kahuzi;KBPL1;1020;Alangium;Chinense;Alangiaceae;0.4017;10.49815236;10.93187295;14.9;17.2;0.023235274;0.14522046;1;
Kahuzi;KBPL1;1021;Dombeya;Goetzenii;Malvaceae;0.5;8.636462832;8.57464703;11.3;12.3;0.011882317;0.074264479;1;Onedeadbranchandanotheroneliving
Kahuzi;KBPL1;1022;Dombeya;Goetzenii;Malvaceae;0.5;16.33432029;16.16000634;31.9;33.1;0.086049209;0.537807559;1;
Kahuzi;KBPL1;1023;Allophylus;Kivuensis;Sapindaceae;0.5178;15.37883113;15.20450734;28.3;29.49;0.068303104;0.426894402;1;
Kahuzi;KBPL1;1024;Allophylus;Kivuensis;Sapindaceae;0.5178;9.347006901;8.791939846;12.6;12.71;0.012687674;0.07929796;1;
Kahuzi;KBPL1;1025;Albizia;Adianthifolia;Fabaceae;0.5075;8.465645526;8.116358367;11;11.46;0.010314784;0.064467399;1;
Kahuzi;KBPL1;1026;Alangium;Chinense;Alangiaceae;0.4017;7.936619198;8.33137268;10.1;11.85;0.011028783;0.068929895;1;
Kahuzi;KBPL1;1027;Macaranga;Spinosa;Euphorbiaceae;0.3818;14.33250251;14.45205537;24.8;26.91;0.056874592;0.355466199;1;Onedeadbranchandoneliving
Kahuzi;KBPL1;1028;Macaranga;Spinosa;Euphorbiaceae;0.3818;8.174885438;8.260138447;10.5;11.72;0.010788129;0.067425805;1;
Kahuzi;KBPL1;1029;Dombeya;Goetzenii;Malvaceae;0.5;15.15066004;15.03504563;27.5;28.89;0.065552005;0.409700032;1;Hostoflias
Kahuzi;KBPL1;1030;Dombeya;Goetzenii;Malvaceae;0.5;18.96639123;18.71979538;44.5;45.17;0.160247432;1.001546449;1;
Kahuzi;KBPL1;1031;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;15.40692321;15.08905821;28.4;29.08;0.066417068;0.415106677;1;
Kahuzi;KBPL1;1032;Dombeya;Goetzenii;Malvaceae;0.5;17.09706748;17.19828975;35.1;37.52;0.110564716;0.691029478;1;Hostoflias
Kahuzi;KBPL1;1033;Dombeya;Goetzenii;Malvaceae;0.5;19.73681488;19.97638539;49.2;52.87;0.219537906;1.372111913;1;Hostofliasrotteninthemiddle
Kahuzi;KBPL1;1034;Dombeya;Goetzenii;Malvaceae;0.5;20.66281866;20.84878688;55.7;59.2;0.275254426;1.72034016;1;
Kahuzi;KBPL1;1035;Dombeya;Goetzenii;Malvaceae;0.5;15.1217018;15.34604554;27.4;30;0.070686;0.4417875;1;
Kahuzi;KBPL1;1036;Millettia;Dura;Fabaceae;0.6967;12.35375015;12.20282507;19.2;20.32;0.032429354;0.202683466;1;Hostoflias
Kahuzi;KBPL1;1037;Millettia;Dura;Fabaceae;0.6967;7.996668776;7.76052545;10.2;10.83;0.00921187;0.057574189;1;Hostoflias
Kahuzi;KBPL1;1038;Dombeya;Goetzenii;Malvaceae;0.5;9.240705622;8.989735679;12.4;13.09;0.01345768;0.084110499;1;
Kahuzi;KBPL1;1039;Dombeya;Goetzenii;Malvaceae;0.5;18.57168357;18.31925101;42.3;43;0.14522046;0.907627875;1;Hostoflias
Kahuzi;KBPL1;1040;Dombeya;Goetzenii;Malvaceae;0.5;13.53577657;13.13576336;22.4;22.87;0.041079318;0.256745738;1;
Kahuzi;KBPL1;1041;Agauria;Salicifolia;Ericaceae;0.4731;24.78492136;24.8055465;108;108.9;0.931422353;5.821389709;1;
Kahuzi;KBPL1;1042;Allophylus;Kivuensis;Sapindaceae;0.5178;10.54542598;9.996311908;15;15.13;0.017979133;0.112369583;1;
Kahuzi;KBPL1;1043;Albizia;Adianthifolia;Fabaceae;0.5075;8.860122003;9.138417575;11.7;13.38;0.014060576;0.087878602;1;
Kahuzi;KBPL1;1044;Allophylus;Kivuensis;Sapindaceae;0.5178;9.812617948;9.504285304;13.5;14.11;0.015636694;0.097729335;1;
Kahuzi;KBPL1;1045;Allophylus;Kivuensis;Sapindaceae;0.5178;10.68595442;10.53496436;15.3;16.3;0.020867293;0.130420579;1;
Kahuzi;KBPL1;1046;Allophylus;Kivuensis;Sapindaceae;0.5178;9.079246074;8.755129449;12.1;12.64;0.012548304;0.078426902;1;
Kahuzi;KBPL1;1047;Lindackeria;Kivuensis;Flacourtiaceae;0.56;8.748869202;8.293069676;11.5;11.78;0.01089887;0.068117938;1;
Kahuzi;KBPL1;1048;Macaranga;Spinosa;Euphorbiaceae;0.3818;9.024881695;9.533835566;12;14.17;0.01576996;0.098562251;1;
Kahuzi;KBPL1;1049;Macaranga;Spinosa;Euphorbiaceae;0.3818;8.350264765;7.777714071;10.8;10.86;0.009262976;0.057893601;1;
Kahuzi;KBPL1;1050;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;11.95218261;12.07940731;18.2;20;0.031416;0.19635;1;
Kahuzi;KBPL1;1051;Macaranga;Spinosa;Euphorbiaceae;0.3818;10.06266529;9.796337094;14;14.71;0.016994807;0.106217545;1;
Kahuzi;KBPL1;1052;Dombeya;Goetzenii;Malvaceae;0.5;7.876242664;7.61051106;10;10.57;0.008774874;0.05484296;1;
Kahuzi;KBPL1;1053;Dombeya;Goetzenii;Malvaceae;0.5;9.293988599;8.807679774;12.5;12.74;0.012747639;0.079672743;1;
Kahuzi;KBPL1;1054;Dombeya;Goetzenii;Malvaceae;0.5;8.174885438;7.743311997;10.5;10.8;0.009160906;0.05725566;1;
Kahuzi;KBPL1;1055;Bridelia;Brideliifolia;Phyllanthaceae;0.555;14.97541819;14.98930685;26.9;28.73;0.064827929;0.405174557;1;HostofSericostachysscandens
Kahuzi;KBPL1;1056;Taberemonta;Johnstonii;Apocyceae;0.5261;13.03680834;14.05764161;21;25.64;0.05163295;0.322705937;1;rotteninthemiddlehostofSericostachysscandens
Kahuzi;KBPL1;1057;Taberemonta;Johnstonii;Apocyceae;0.5261;11.70307508;11.59887529;17.6;18.79;0.027729654;0.17331034;1;HostofSericostachysscandens
Kahuzi;KBPL1;1058;Allophylus;Kivuensis;Sapindaceae;0.5178;10.82457835;10.76607012;15.6;16.82;0.02221994;0.138874624;1;
Kahuzi;KBPL1;1059;Allophylus;Kivuensis;Sapindaceae;0.5178;10.35501571;10.65113509;14.6;16.56;0.021538307;0.134614418;1;
Kahuzi;KBPL1;1060;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;14.64456776;14.64461524;25.8;27.55;0.059612056;0.372575352;1;
Kahuzi;KBPL1;1061;Xymalos;Monospora;Monimiaceae;0.4731;8.233656675;7.851912531;10.6;10.99;0.009486069;0.059287932;1;
Kahuzi;KBPL1;1062;Dombeya;Goetzenii;Malvaceae;0.5;16.00205078;15.70738008;30.6;31.34;0.077141642;0.482135265;1;
Kahuzi;KBPL1;1063;Dombeya;Goetzenii;Malvaceae;0.5;16.45852319;16.94756539;32.4;36.4;0.104062358;0.65038974;1;
Kahuzi;KBPL1;1064;Taberemonta;Johnstonii;Apocyceae;0.5261;12.11480516;11.85582142;18.6;19.43;0.029650806;0.185317535;1;
Kahuzi;KBPL1;1065;Taberemonta;Johnstonii;Apocyceae;0.5261;9.079246074;9.102705951;12.1;13.31;0.01391384;0.086961501;1;
Kahuzi;KBPL1;1066;Macaranga;Spinosa;Euphorbiaceae;0.3818;9.293988599;8.791939846;12.5;12.71;0.012687674;0.07929796;1;
Kahuzi;KBPL1;1067;Allophylus;Kivuensis;Sapindaceae;0.5178;13.00012498;12.53840217;20.9;21.21;0.035332326;0.22082704;1;
Kahuzi;KBPL1;1068;Allophylus;Kivuensis;Sapindaceae;0.5178;13.74162791;13.49569365;23;23.92;0.044937949;0.280862182;1;
Kahuzi;KBPL1;1069;Allophylus;Kivuensis;Sapindaceae;0.5178;8.056394382;7.61051106;10.3;10.57;0.008774874;0.05484296;1;
Kahuzi;KBPL1;1070;Macaranga;Spinosa;Euphorbiaceae;0.3818;8.233656675;7.919994476;10.6;11.11;0.009694357;0.060589732;1;
Kahuzi;KBPL1;1071;Dombeya;Goetzenii;Malvaceae;0.5;15.40692321;15.61711123;28.4;31;0.07547694;0.471730875;1;
Kahuzi;KBPL1;1072;Dombeya;Goetzenii;Malvaceae;0.5;22.54270953;22.52035154;73;74.59;0.436970493;2.731065579;1;
Kahuzi;KBPL1;1073;Alangium;Chinense;Alangiaceae;0.4017;10.54542598;11.13769856;15;17.68;0.024550222;0.153438886;1;
Kahuzi;KBPL1;1074;Macaranga;Spinosa;Euphorbiaceae;0.3818;9.347006901;9.295233806;12.6;13.69;0.01471966;0.091997878;1;
Kahuzi;KBPL1;1075;Allophylus;Kivuensis;Sapindaceae;0.5178;12.11480516;12.0405319;18.6;19.9;0.031102625;0.194391409;1;
Kahuzi;KBPL1;1076;Dombeya;Goetzenii;Malvaceae;0.5;18.03378099;17.75916525;39.5;40.16;0.126671323;0.791695766;1;
Kahuzi;KBPL1;1077;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;18.03378099;17.7386535;39.5;40.06;0.126041275;0.787757967;1;
Kahuzi;KBPL1;1078;Alangium;Chinense;Alangiaceae;0.4017;8.748869202;9.199377883;11.5;13.5;0.014313915;0.089461969;1;
Kahuzi;KBPL4;1079;Allophylus;Kivuensis;Sapindaceae;0.5178;10.77857932;10.56636387;15.5;16.37;0.021046906;0.131543161;1;
Kahuzi;KBPL4;1080;Allophylus;Kivuensis;Sapindaceae;0.5178;11.2294426;10.79242034;16.5;16.88;0.022378748;0.139867174;1;
Kahuzi;KBPL4;1081;Allophylus;Kivuensis;Sapindaceae;0.5178;10.11196492;12.31339609;14.1;20.61;0.033361601;0.208510005;1;
Kahuzi;KBPL4;1082;Allophylus;Kivuensis;Sapindaceae;0.5178;12.92632621;12.49007484;20.7;21.08;0.034900537;0.218128357;1;
Kahuzi;KBPL4;1083;Allophylus;Kivuensis;Sapindaceae;0.5178;12.35375015;12.89897271;19.2;22.2;0.038707654;0.241922835;1;
Kahuzi;KBPL4;1084;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;12.9632979;12.2715968;20.8;20.5;0.033006435;0.206290219;0;dead
Kahuzi;KBPL4;1085;Allophylus;Kivuensis;Sapindaceae;0.5178;15.7368502;16.79371369;29.6;35.73;0.100266748;0.626667175;1;HostofCericostachysscandensandAspleniumsandersonii
Kahuzi;KBPL4;1086;Taberemonta;Johnstonii;Apocyceae;0.5261;8.915322058;8.483340101;11.8;12.13;0.011556132;0.072225826;1;
Kahuzi;KBPL4;1087;Taberemonta;Johnstonii;Apocyceae;0.5261;13.80922583;13.38740693;23.2;23.6;0.043743638;0.27339774;1;
Kahuzi;KBPL4;1088;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;16.77255595;16.6910531;33.7;35.29;0.097812467;0.61132792;1;
Kahuzi;KBPL4;1089;Macaranga;Spinosa;Euphorbiaceae;0.3818;12.77697474;13.32253412;20.3;23.41;0.043042127;0.269013294;1;
Kahuzi;KBPL4;1090;Myrianthus;Holstii;Moraceae;0.469;11.2294426;12.07940731;16.5;20;0.031416;0.19635;1;
Kahuzi;KBPL4;1091;Taberemonta;Johnstonii;Apocyceae;0.5261;17.47327023;17.24661527;36.8;37.74;0.111865119;0.699156993;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1092;Taberemonta;Johnstonii;Apocyceae;0.5261;16.50766301;16.18001582;32.6;33.18;0.08646566;0.540410374;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1093;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;12.73926599;13.18105419;20.2;23;0.04154766;0.259672875;0;dead
Kahuzi;KBPL4;1094;Maesa;Lanceolata;Maesaceae;0.676;11.00652119;11.08234571;16;17.55;0.024190516;0.151190727;1;
Kahuzi;KBPL4;1095;Myrianthus;Holstii;Moraceae;0.469;11.86984612;12.86313862;18;22.1;0.038359721;0.239748259;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1096;Myrianthus;Holstii;Moraceae;0.469;18.91392812;19.12234232;44.2;47.48;0.17705668;1.106604253;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1097;Myrianthus;Holstii;Moraceae;0.469;8.692811477;11.24334148;11.4;17.93;0.025249424;0.1578089;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1098;Xymalos;Monospora;Monimiaceae;0.4839;12.54844864;12.54952173;19.7;21.24;0.035432347;0.221452169;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1099;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;14.42728913;15.24080169;25.1;29.62;0.068906629;0.430666432;1;
Kahuzi;KBPL4;1100;Allophylus;Kivuensis;Sapindaceae;0.5178;9.133336642;11.34793952;12.2;18.18;0.025958444;0.162240274;1;
Kahuzi;KBPL4;1101;Bridelia;Brideliifolia;Phyllanthaceae;0.555;15.29398746;16.52500755;28;34.59;0.093970605;0.587316279;1;Affected by termites
Kahuzi;KBPL4;1102;Dombeya;Goetzenii;Malvaceae;0.5;19.37149822;19.70976577;46.9;51.11;0.205164709;1.282279432;1;HostofClerodendrumjohnstoni
Kahuzi;KBPL4;1103;Dombeya;Goetzenii;Malvaceae;0.5;15.87052593;16.13241512;30.1;32.99;0.085478231;0.534238947;1;
Kahuzi;KBPL4;1104;Dombeya;Goetzenii;Malvaceae;0.5;19.61217334;19.38775889;48.4;49.08;0.189190796;1.182442477;1;
Kahuzi;KBPL4;1105;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;10.25847764;12.34746791;14.4;20.7;0.033653605;0.210335029;1;
Kahuzi;KBPL4;1106;Alangium;Chinense;Alangiaceae;0.4017;8.056394382;7.851912531;10.3;10.99;0.009486069;0.059287932;1;
Kahuzi;KBPL4;1107;Alangium;Chinense;Alangiaceae;0.4017;8.174885438;7.959529118;10.5;11.18;0.009816903;0.061355644;1;
Kahuzi;KBPL4;1108;Alangium;Chinense;Alangiaceae;0.4017;8.465645526;8.243638049;11;11.69;0.01073297;0.067081063;1;
Kahuzi;KBPL4;1109;Alangium;Chinense;Alangiaceae;0.4017;9.187155726;9.425102917;12.3;13.95;0.01528408;0.095525502;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1110;Myrianthus;Holstii;Moraceae;0.469;10.1610323;11.2180831;14.2;17.87;0.02508072;0.156754501;1;
Kahuzi;KBPL4;1111;Alangium;Chinense;Alangiaceae;0.4017;7.876242664;8.205046577;10;11.62;0.010604816;0.066280102;1;
Kahuzi;KBPL4;1112;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;9.812617948;11.49675822;13.5;18.54;0.02699668;0.168729249;1;
Kahuzi;KBPL4;1113;Xymalos;Monospora;Monimiaceae;0.4839;10.11196492;10.57979301;14.1;16.4;0.021124118;0.13202574;1;
Kahuzi;KBPL4;1114;Macaranga;Spinosa;Euphorbiaceae;0.3818;7.876242664;7.40555678;10;10.22;0.008203377;0.051271108;1;
Kahuzi;KBPL4;1115;Ocotea;Usambarensis;Lauraceae;0.5278;17.51630383;18.26398099;37;42.71;0.143268278;0.895426735;1;
Kahuzi;KBPL4;1116;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;9.024881695;8.891264017;12;12.9;0.013069841;0.081686509;1;
Kahuzi;KBPL4;1117;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;13.39593246;15.08905821;22;29.08;0.066417068;0.415106677;1;
Kahuzi;KBPL4;1118;Maesa;Lanceolata;Maesaceae;0.676;13.77548969;14.99790069;23.1;28.76;0.064963387;0.406021169;1;
Kahuzi;KBPL4;1119;Maesa;Lanceolata;Maesaceae;0.676;8.115798965;9.036086002;10.4;13.18;0.013643372;0.085271074;1;
Kahuzi;KBPL4;1120;Maesa;Lanceolata;Maesaceae;0.676;8.350264765;9.469711535;10.8;14.04;0.01548193;0.096762065;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1121;Maesa;Lanceolata;Maesaceae;0.676;10.01313158;10.93187295;13.9;17.2;0.023235274;0.14522046;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1122;Maesa;Lanceolata;Maesaceae;0.676;8.748869202;10.28964384;11.5;15.76;0.019507577;0.121922354;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1123;Agauria;Salicifolia;Ericaceae;0.4839;21.12884599;21.14781127;59.4;61.6;0.298024742;1.86265464;1;HostofCericostachysscandens
Kahuzi;KBPL4;1124;Allophylus;Kivuensis;Sapindaceae;0.5178;11.05150117;13.32253412;16.1;23.41;0.043042127;0.269013294;1;
Kahuzi;KBPL4;1125;Allophylus;Kivuensis;Sapindaceae;0.5178;11.27344051;10.72200922;16.6;16.72;0.021956517;0.13722823;1;
Kahuzi;KBPL4;1126;Allophylus;Kivuensis;Sapindaceae;0.5178;8.465645526;9.815538248;11;14.75;0.017087359;0.106795992;1;
Kahuzi;KBPL4;1127;Allophylus;Kivuensis;Sapindaceae;0.5178;13.39593246;13.25722542;22;23.22;0.042346286;0.264664288;1;
Kahuzi;KBPL4;1128;Allophylus;Kivuensis;Sapindaceae;0.5178;8.970241151;8.483340101;11.9;12.13;0.011556132;0.072225826;1;
Kahuzi;KBPL4;1129;Strombosia;Scheffleri;Olacaceae;0.584;9.556477238;10.48092437;13;16.18;0.020561175;0.128507344;1;
Kahuzi;KBPL4;1130;Allophylus;Kivuensis;Sapindaceae;0.5178;11.53344077;12.5754196;17.2;21.31;0.035666278;0.222914241;1;
Kahuzi;KBPL4;1131;Dombeya;Goetzenii;Malvaceae;0.5;8.748869202;11.20121063;11.5;17.83;0.024968565;0.156053531;1;
Kahuzi;KBPL4;1132;Dombeya;Goetzenii;Malvaceae;0.5;8.748869202;8.38043565;11.5;11.94;0.011196945;0.069980907;1;
Kahuzi;KBPL4;1133;Dombeya;Goetzenii;Malvaceae;0.5;16.10575732;16.10221191;31;32.87;0.084857514;0.530359463;1;
Kahuzi;KBPL4;1134;Alangium;Chinense;Alangiaceae;0.4017;11.78681352;12.64537865;17.8;21.5;0.036305115;0.226906969;1;Host of Aplenium sandersonii
Kahuzi;KBPL4;1135;Allophylus;Kivuensis;Sapindaceae;0.5178;13.39593246;13.39761045;22;23.63;0.043854922;0.274093261;1;
Kahuzi;KBPL4;1136;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;15.40692321;15.67297686;28.4;31.21;0.076502994;0.478143715;1;
Kahuzi;KBPL4;1137;Allophylus;Kivuensis;Sapindaceae;0.5178;9.710906784;9.219625514;13.3;13.54;0.014398864;0.089992899;1;
Kahuzi;KBPL4;1138;Allophylus;Kivuensis;Sapindaceae;0.5178;10.20986927;9.844277967;14.3;14.81;0.017226657;0.107666608;1;
Kahuzi;KBPL4;1139;Macaranga;Spinosa;Euphorbiaceae;0.3818;11.53344077;11.61106252;17.2;18.82;0.027818271;0.173864194;1;
Kahuzi;KBPL4;1140;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;18.51601798;18.61493643;42;44.59;0.156158577;0.975991104;1;
Kahuzi;KBPL4;1141;Albizia;Adianthifolia;Fabaceae;0.5075;17.23201413;17.50081334;35.7;38.92;0.118969753;0.743560957;1;
Kahuzi;KBPL4;1142;Agauria;Salicifolia;Ericaceae;0.4839;19.705891;19.98083314;49;52.9;0.219787121;1.373669509;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1143;Allophylus;Kivuensis;Sapindaceae;0.5178;8.465645526;8.891264017;11;12.9;0.013069841;0.081686509;1;
Kahuzi;KBPL4;1144;Allophylus;Kivuensis;Sapindaceae;0.5178;10.77857932;11.48032662;15.5;18.5;0.026880315;0.168001969;1;
Kahuzi;KBPL4;1145;Bridelia;Brideliifolia;Phyllanthaceae;0.555;15.84396457;16.33838924;30;33.82;0.089833455;0.561459094;1;
Kahuzi;KBPL4;1146;Dombeya;Goetzenii;Malvaceae;0.5;17.7277607;17.8183352;38;40.45;0.128507344;0.803170902;1;
Kahuzi;KBPL4;1147;Albizia;Adianthifolia;Fabaceae;0.5075;14.79652352;15.26584158;26.3;29.71;0.069326009;0.433287558;1;
Kahuzi;KBPL4;1148;Dombeya;Goetzenii;Malvaceae;0.5;16.55649786;16.3823936;32.8;34;0.09079224;0.5674515;1;
Kahuzi;KBPL4;1149;Allophylus;Kivuensis;Sapindaceae;0.5178;11.31724627;12.0405319;16.7;19.9;0.031102625;0.194391409;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1150;Allophylus;Kivuensis;Sapindaceae;0.5178;10.35501571;10.3629086;14.6;15.92;0.01990568;0.124410502;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1151;Allophylus;Kivuensis;Sapindaceae;0.5178;9.079246074;10.52147956;12.1;16.27;0.020790551;0.129940945;1;HostofAspleniumsandersonii
Kahuzi;KBPL4;1152;Maesa;Lanceolata;Maesaceae;0.676;12.03383251;11.85582142;18.4;19.43;0.029650806;0.185317535;1;
Kahuzi;KBPL4;1153;Maesa;Lanceolata;Maesaceae;0.676;18.19175948;19.12910776;40.3;47.52;0.177355132;1.108469578;1;
Kahuzi;KBPL4;1154;Macaranga;Kilimandsharica;Euphorbiaceae;0.4;13.97604767;14.15860556;23.7;25.96;0.052929802;0.330811265;1;
Kahuzi;KBPL4;1155;Dombeya;Goetzenii;Malvaceae;0.5;20.43462252;20.34058094;54;55.4;0.241051826;1.506573915;1;rottenbranch
Kahuzi;KBPL4;1156;Dombeya;Goetzenii;Malvaceae;0.5;17.07434015;16.62267259;35;35;0.0962115;0.601321875;1;
Kahuzi;KBPL4;1157;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;10.3068592;10.39935748;14.5;16;0.02010624;0.125664;1;
Kahuzi;KBPL4;1158;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;10.3068592;11.23071983;14.5;17.9;0.025165001;0.157281259;1;
Kahuzi;KBPL4;1159;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;15.15066004;15.15963232;27.5;29.33;0.067563949;0.422274679;1;
Kahuzi;KBPL4;1160;Taberemonta;Johnstonii;Apocyceae;0.5261;13.21810082;12.93111288;21.5;22.29;0.039022136;0.243888348;1;
Kahuzi;KBPL4;1161;Taberemonta;Johnstonii;Apocyceae;0.5261;10.54542598;10.53945558;15;16.31;0.020892904;0.130580653;1;
Kahuzi;KBPL4;1162;Albizia;Adianthifolia;Fabaceae;0.5075;8.748869202;8.260138447;11.5;11.72;0.010788129;0.067425805;1;
Kahuzi;KBPL4;1163;Dombeya;Goetzenii;Malvaceae;0.5;11.31724627;10.79242034;16.7;16.88;0.022378748;0.139867174;1;"""""""Rottenbranch"""
Kahuzi;KBPL4;1164;Dombeya;Goetzenii;Malvaceae;0.5;16.53211838;16.16501319;32.7;33.12;0.086153228;0.538457674;1;
Kahuzi;KBPL4;1165;Taberemonta;Johnstonii;Apocyceae;0.5261;21.99100689;21.88754791;67.2;68.15;0.364772943;2.279830895;1;
Kahuzi;KBPL4;1166;Alangium;Chinense;Alangiaceae;0.4017;11.49057528;11.40192306;17.1;18.31;0.026331014;0.164568838;1;
Kahuzi;KBPL4;1167;Alangium;Chinense;Alangiaceae;0.4017;9.659680677;9.815538248;13.2;14.75;0.017087359;0.106795992;1;
Kahuzi;KBPL4;1168;Polyscias;Fulva;Araliaceae;0.237;12.2747551;13.71854921;19;24.59;0.047490633;0.296816454;1;
Kahuzi;KBPL4;1169;Allophylus;Kivuensis;Sapindaceae;0.5178;10.25847764;10.0715526;14.4;15.29;0.018361403;0.11475877;0;dead
Kahuzi;KBPL4;1170;Allophylus;Kivuensis;Sapindaceae;0.5178;8.115798965;9.454861621;10.4;14.01;0.015415839;0.096348994;1;
Kahuzi;KBPL4;1171;Allophylus;Kivuensis;Sapindaceae;0.5178;13.03680834;12.64537865;21;21.5;0.036305115;0.226906969;1;
Kahuzi;KBPL4;1172;Allophylus;Kivuensis;Sapindaceae;0.5178;8.40810719;7.976432201;10.9;11.21;0.009869658;0.061685365;1;
Kahuzi;KBPL4;1173;Strombosia;Scheffleri;Olacaceae;0.584;13.9096878;14.28639157;23.5;26.37;0.054614902;0.341343136;1;
Kahuzi;KBPL5;1174;Polyscias;Fulva;Araliaceae;0.237;13.10974754;12.64537865;21.2;21.5;0.036305115;0.226906969;1;HostofSericostachysscandens
Kahuzi;KBPL5;1175;Allophylus;Kivuensis;Sapindaceae;0.5178;8.860122003;8.943196723;11.7;13;0.01327326;0.082957875;1;
Kahuzi;KBPL5;1176;Alangium;Chinense;Alangiaceae;0.4017;14.97541819;16.40917043;26.9;34.11;0.09138067;0.571129185;1;
Kahuzi;KBPL5;1177;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;17.79001707;17.62691835;38.3;39.52;0.12266616;0.766663498;1;HostofSericostachysscandens
Kahuzi;KBPL5;1178;Neoboutonia;Macrocalyx;Euphorbiaceae;0.33;14.70566905;15.66236359;26;31.17;0.076307021;0.476918884;1;
