plotID_x,treeID,Species,N,C,CN,N_mass,C_mass,P,NP,CP,K,Mg,Ca,Na,Fe,Al,Mn,Si,forest,plotID_y,meanWD,predHeight18,predHeight20,DBH18,DBH20,TreeBA,BA per Ha,name
KBPL11,1790,Cassipourea Ruwensorensis,2.55,45.9,18.0,25500,459000,3143.24,8.112648096,146.0276657,10003.87,2375.8,12876.47,34.8,214.58,144.98,13.53,199.11,Kahuzi,KBPL11,0.6504,15.40692321,15.72321228,28.4,31.4,0.077437298,0.483983115,Cassipourea Ruwensorensis
KBPL11,1791,Cassipourea Ruwensorensis,1.6,48.67,30.5,16000,486700,1786.96,8.953753861,272.3620003,7459.19,2821.02,5277.86,22.64,247.19,228.32,179.26,443.44,Kahuzi,KBPL11,0.6504,8.970241151,9.568212873,11.9,14.24,0.015926153,0.099538454,Cassipourea Ruwensorensis
KBPL11,1793,Neoboutonia Macrocalyx,3.07,46.18,15.06,30700,461800,2875.28,10.677221,160.6104449,13732.57,3615.1,11721.07,57.99,181.95,147.96,35.99,379.91,Kahuzi,KBPL11,0.33,16.67726926,16.42373948,33.3,34.17,0.091702432,0.573140201,Neoboutonia Macrocalyx
KBPL11,1795,Xymalos Monospora,2.7,43.39,16.05,27000,433900,2393.8,11.27913777,181.2599215,20658.35,5921.08,9329.58,24.16,221.46,459.03,120.8,1117.37,Kahuzi,KBPL11,0.5422,9.96336189,9.796337094,13.8,14.71,0.016994807,0.106217545,Xymalos Monospora
KBPL11,1798,Xymalos Monospora,2.58,41.71,16.15,25800,417100,2062.73,12.50769611,202.2077538,16637.5,5287.58,13984.86,74.72,300.86,1095.27,306.75,1482.65,Kahuzi,KBPL11,0.5422,12.54844864,12.80553346,19.7,21.94,0.037806297,0.236289357,Xymalos Monospora
KBPL12,1816,Cassipourea Ruwensorensis,2.01,46.38,23.04,20100,463800,1185.87,16.94958132,391.1052645,8761.7,4002.55,6621.26,33.32,194.05,162.69,548.83,276.38,Kahuzi,KBPL12,0.6504,8.056394382,7.743311997,10.3,10.8,0.009160906,0.05725566,Cassipourea Ruwensorensis
KBPL12,1818,Cassipourea Ruwensorensis,1.63,48.45,29.67,16300,484500,1145.39,14.23096063,423.0000262,7245.78,2727.75,6624.0,32.73,154.0,113.58,598.68,221.38,Kahuzi,KBPL12,0.6504,21.05598394,21.19610294,58.8,62.0,0.30190776,1.8869235,Cassipourea Ruwensorensis
KBPL12,1821,Cassipourea Ruwensorensis,2.25,46.46,20.69,22500,464600,1293.76,17.39116992,359.1083354,6887.59,4023.37,9533.07,37.39,278.57,244.92,448.7,329.05,Kahuzi,KBPL12,0.6504,10.63932536,11.14618884,15.2,17.7,0.024605797,0.153786229,Cassipourea Ruwensorensis
KBPL12,1822,Agauria Salicifolia,1.73,50.44,29.16,17300,504400,856.14,20.20697549,589.1559792,6627.55,2213.56,4900.26,30.04,180.24,214.03,820.46,390.52,Kahuzi,KBPL12,0.4837,23.16293986,23.12702006,80.5,81.69,0.524117534,3.275734588,Agauria Salicifolia
KBPL12,1826,Neoboutonia Macrocalyx,3.66,47.63,13.0,36600,476300,2974.0,12.3066577,160.1546738,15734.0,3678.0,8784.0,70.0,268.0,214.0,166.0,630.0,Kahuzi,KBPL12,0.33,14.67517196,14.77468407,25.9,27.99,0.061531385,0.384571159,Neoboutonia Macrocalyx
KBPL12,1827,Neoboutonia Macrocalyx,3.45,48.11,13.96,34500,481100,2889.47,11.93990593,166.501123,11291.7,4767.61,8987.15,61.49,199.58,241.28,227.91,520.75,Kahuzi,KBPL12,0.33,12.1951097,12.34746791,18.8,20.7,0.033653605,0.210335029,Neoboutonia Macrocalyx
KBPL12,1829,Dombeya Goetzenii,4.39,47.3,10.77,43900,473000,2552.99,17.19552368,185.2729545,17049.52,3476.37,9058.21,33.99,154.84,96.3,158.62,347.45,Kahuzi,KBPL12,0.5,16.77255595,16.81686468,33.7,35.83,0.10082878,0.630179876,Dombeya Goetzenii
KBPL12,1830,Dombeya Goetzenii,4.45,46.33,10.41,44500,463300,3195.0,13.92801252,145.0078247,23683.0,3586.94,9492.8,36.5,228.63,147.93,153.7,443.8,Kahuzi,KBPL12,0.5,18.87871916,18.75737732,44.0,45.38,0.161740909,1.010880682,Dombeya Goetzenii
KBPL12,1840,Neoboutonia Macrocalyx,3.55,47.53,13.4,35500,475300,2775.86,12.78882941,171.2262146,15000.47,3837.33,9390.92,76.49,184.68,192.15,214.53,544.73,Kahuzi,KBPL12,0.33,13.50101404,13.50578356,22.3,23.95,0.04505074,0.281567127,Neoboutonia Macrocalyx
KBPL12,1845,Dombeya Goetzenii,4.15,46.31,11.16,41500,463100,3362.16,12.34325553,137.7388346,24505.1,3122.55,7808.32,36.71,187.43,98.55,204.82,351.67,Kahuzi,KBPL12,0.5,11.36086127,11.08234571,16.8,17.55,0.024190516,0.151190727,Dombeya Goetzenii
KBPL6,1887,Allophylus Kivuensis,4.34,47.62,10.99,43400,476200,2925.35,14.83583161,162.7839404,18450.34,4071.29,7915.66,39.71,336.6,130.48,181.53,3154.16,Kahuzi,KBPL6,0.5178,19.46888187,19.37473716,47.5,49.0,0.18857454,1.178590875,Allophylus Kivuensis
KBPL6,1893,Macaranga Kilimandsharica,2.35,47.16,20.06,23500,471600,1320.31,17.79885027,357.188842,5248.05,3623.05,5892.58,52.73,332.03,136.72,412.11,958.98,Kahuzi,KBPL6,0.4,11.86984612,13.4721094,18.0,23.85,0.044675319,0.279220745,Macaranga Kilimandsharica
KBPL6,1896,Allophylus Kivuensis,3.3,47.03,14.27,33000,470300,2159.43,15.28181048,217.7889536,11868.3,5571.07,6914.76,60.99,377.38,194.41,360.22,493.64,Kahuzi,KBPL6,0.5178,9.133336642,8.891264017,12.2,12.9,0.013069841,0.081686509,Allophylus Kivuensis
KBPL6,1898,Allophylus Kivuensis,4.22,44.52,10.56,42200,445200,3327.23,12.68322298,133.8049969,22675.28,8810.88,13625.23,79.08,511.14,291.25,457.13,578.65,Kahuzi,KBPL6,0.5178,13.21810082,12.78384513,21.5,21.88,0.0375998,0.234998749,Allophylus Kivuensis
KBPL6,1900,Alangium Chinense,3.68,45.86,12.48,36800,458600,3199.39,11.50219261,143.3398242,21448.89,2827.15,7315.07,53.45,330.25,143.17,32.45,284.43,Kahuzi,KBPL6,0.4017,9.812617948,9.425102917,13.5,13.95,0.01528408,0.095525502,Alangium Chinense
KBPL6,1909,Neoboutonia Macrocalyx,4.11,47.24,11.49,41100,472400,2837.56,14.48427522,166.4810612,14702.43,5404.87,7998.01,99.35,353.7,156.98,81.47,431.2,Kahuzi,KBPL6,0.33,10.68595442,11.86771089,15.3,19.46,0.029742438,0.185890239,Neoboutonia Macrocalyx
KBPL6,1914,Neoboutonia Macrocalyx,4.01,44.45,11.08,40100,444500,3669.93,10.92663893,121.1194764,12516.96,8975.13,13287.49,275.06,290.13,188.39,135.64,482.29,Kahuzi,KBPL6,0.33,14.67517196,14.8884328,25.9,28.38,0.063258032,0.395362702,Neoboutonia Macrocalyx
KBPL6,1923,Dombeya Goetzenii,4.32,44.74,10.35,43200,447400,3067.48,14.08322141,145.8526217,25190.38,5196.22,12491.97,52.59,311.62,165.55,105.17,687.51,Kahuzi,KBPL6,0.5,10.01313158,10.39480802,13.9,15.99,0.020081115,0.125506969,Dombeya Goetzenii
KBPL6,1924,Dombeya Goetzenii,4.49,44.97,10.02,44900,449700,2810.78,15.97421356,159.9911768,23377.26,5550.75,11492.92,59.01,544.85,479.94,112.12,3406.77,Kahuzi,KBPL6,0.5,12.58691854,12.46021926,19.8,21.0,0.03463614,0.216475875,Dombeya Goetzenii
KBPL6,1926,Allophylus Kivuensis,3.81,46.57,12.23,38100,465700,2724.23,13.98560327,170.947387,7349.48,7433.71,10975.4,74.66,484.35,252.7,260.36,606.87,Kahuzi,KBPL6,0.5178,8.579820697,9.36035501,11.2,13.82,0.015000543,0.093753394,Allophylus Kivuensis
KBPL6,1947,Dombeya Goetzenii,4.26,43.04,10.09,42600,430400,3601.67,11.82784653,119.5001208,32616.29,5323.71,18689.96,96.83,717.68,368.33,208.85,601.86,Kahuzi,KBPL6,0.5,8.174885438,9.330345667,10.5,13.76,0.014870575,0.092941094,Dombeya Goetzenii
KBPL6,1950,Macaranga Kilimandsharica,2.48,45.12,18.17,24800,451200,1379.57,17.9766159,327.0584313,3715.21,5035.6,7019.88,59.18,445.68,353.21,582.52,5664.36,Kahuzi,KBPL6,0.4,19.87405966,20.49230452,50.1,56.5,0.250719315,1.566995719,Macaranga Kilimandsharica
KBPL6,1951,Macaranga Kilimandsharica,2.13,43.89,20.56,21300,438900,1422.39,14.97479594,308.5651615,3658.12,6030.06,10363.38,68.1,428.08,317.17,1251.16,1241.43,Kahuzi,KBPL6,0.4,19.35512046,19.99563598,46.8,53.0,0.22061886,1.378867875,Macaranga Kilimandsharica
KBPL6,1954,Dombeya Goetzenii,4.07,44.02,10.81,40700,440200,3406.89,11.94637925,129.2087505,22967.44,6708.83,17784.02,56.22,451.63,251.11,131.18,595.92,Kahuzi,KBPL6,0.5,9.608204849,11.50906504,13.1,18.57,0.027084118,0.16927574,Dombeya Goetzenii
KBPL10,1960,Alangium Chinense,2.97,43.6,14.66,29700,436000,3362.23,8.833423056,129.6758401,22871.42,3816.8,13881.95,60.74,190.06,115.6,35.27,256.67,Kahuzi,KBPL10,0.4017,22.80245633,23.01093181,76.0,80.25,0.505802509,3.16126568,Alangium Chinense
KBPL10,1961,Alangium Chinense,3.34,46.11,13.82,33400,461100,2331.33,14.32658611,197.7840975,12747.3,3316.18,11623.95,63.48,121.18,59.63,32.7,207.74,Kahuzi,KBPL10,0.4017,14.97541819,15.98797623,26.9,32.42,0.08254997,0.51593731,Alangium Chinense
KBPL10,1963,Alangium Chinense,3.3,45.8,13.89,33000,458000,2861.06,11.53418663,160.0805296,14913.89,3485.32,12125.24,66.54,148.73,84.15,31.31,209.39,Kahuzi,KBPL10,0.4017,17.49481844,17.76735435,36.9,40.2,0.126923782,0.793273635,Alangium Chinense
KBPL10,1969,Neoboutonia Macrocalyx,4.19,46.78,11.17,41900,467800,2762.08,15.16972716,169.3651161,15390.34,5145.17,12674.35,69.7,160.88,95.09,51.45,318.23,Kahuzi,KBPL10,0.33,14.58303567,14.51870468,25.6,27.13,0.057808338,0.361302113,Neoboutonia Macrocalyx
KBPL10,1971,Dombeya Goetzenii,4.57,45.3,9.92,45700,453000,3334.48,13.70528538,135.8532665,28797.63,3226.03,10794.18,53.24,214.94,130.15,55.21,368.75,Kahuzi,KBPL10,0.5,12.88920898,13.10078125,20.6,22.77,0.040720862,0.254505385,Dombeya Goetzenii
KBPL10,1976,Neoboutonia Macrocalyx,3.5,46.26,13.23,35000,462600,3647.17,9.596481656,126.838069,17594.86,3935.51,13106.03,62.34,140.28,91.57,109.1,377.97,Kahuzi,KBPL10,0.33,15.94969555,16.33838924,30.4,33.82,0.089833455,0.561459094,Neoboutonia Macrocalyx
KBPL10,1985,Neoboutonia Macrocalyx,3.81,47.53,12.48,38100,475300,2972.55,12.81727809,159.8963853,14321.57,4082.35,9574.51,60.78,145.1,84.31,66.67,258.82,Kahuzi,KBPL10,0.33,13.53577657,13.4417019,22.4,23.76,0.044338783,0.277117394,Neoboutonia Macrocalyx
NPL1,1998,Cleistanthus Polystachyus,2.0,49.93,24.96,20000,499300,1045.01,19.13857284,477.7944709,5452.05,1322.9,2913.89,15.66,178.08,176.13,639.92,1168.3,Nyungwe,NPL1,0.6518,22.41575308,22.27609125,71.6,72.0,0.40715136,2.544696,Cleistanthus Polystachyus
NPL1,2009,Cleistanthus Polystachyus,1.79,48.73,27.23,17900,487300,737.99,24.25507121,660.3070502,3110.55,841.68,2266.84,14.23,164.68,97.59,408.64,585.51,Nyungwe,NPL1,0.6518,17.38644361,16.94756539,36.4,36.4,0.104062358,0.65038974,Cleistanthus Polystachyus
NPL1,2011,Syzygium Guineense,1.82,50.23,27.55,18200,502300,876.62,20.76156145,572.9962812,4143.66,2079.55,4257.58,32.82,295.42,799.38,382.31,498.17,Nyungwe,NPL1,0.6097,21.29498861,21.04992387,60.8,60.8,0.290334106,1.81458816,Syzygium Guineense
NPL1,2026,Carapa Grandiflora,1.97,48.61,24.62,19700,486100,733.96,26.84069977,662.2976729,7409.8,2493.95,4972.74,24.66,223.79,180.17,385.0,305.34,Nyungwe,NPL1,0.5524,13.9096878,13.75464672,23.5,24.7,0.047916469,0.299477929,Carapa Grandiflora
NPL1,2029,Carapa Grandiflora,1.97,49.37,25.0,19700,493700,970.22,20.30467317,508.8536621,4291.07,962.33,3876.95,15.78,218.89,159.73,609.35,2443.31,Nyungwe,NPL1,0.5524,16.18267157,15.69680909,31.3,31.3,0.076944853,0.480905329,Carapa Grandiflora
NPL1,2034,Syzygium Guineense,1.69,46.43,27.46,16900,464300,930.05,18.17106607,499.220472,5250.1,2708.09,10840.17,25.4,252.05,281.36,209.07,457.21,Nyungwe,NPL1,0.6097,20.25369485,20.06912348,52.7,53.5,0.224801115,1.405006969,Syzygium Guineense
NPL1,2038,Syzygium Guineense,1.95,51.05,26.16,19500,510500,693.9,28.10203199,735.6967863,4884.43,2314.29,5306.97,15.51,240.35,244.22,746.23,397.34,Nyungwe,NPL1,0.6097,24.13667844,24.45326449,95.2,101.9,0.815528729,5.097054559,Syzygium Guineense
NPL1,2044,Carapa Grandiflora,1.8,48.92,27.17,18000,489200,841.86,21.38122728,581.0942437,11860.08,4421.71,7931.4,60.41,144.21,97.44,56.51,148.1,Nyungwe,NPL1,0.5524,20.83119004,20.93767891,57.0,59.9,0.281802305,1.761264409,Carapa Grandiflora
NPL1,2048,Cleistanthus Polystachyus,1.9,50.15,26.38,19000,501500,1761.89,10.78387414,284.6375199,19916.49,3505.45,12616.36,142.58,295.35,136.47,59.07,1042.88,Nyungwe,NPL1,0.6518,24.14238501,24.15972698,95.3,96.7,0.734418901,4.590118129,Cleistanthus Polystachyus
NPL7,2051,Cleistanthus Polystachyus,2.22,47.92,21.55,22200,479200,964.32,23.02140368,496.9304795,4987.46,1064.65,3816.35,18.43,110.56,67.56,646.98,550.75,Nyungwe,NPL7,0.6518,17.32065044,17.0828698,36.1,37.0,0.10752126,0.672007875,Cleistanthus Polystachyus
NPL7,2054,Pentadesma Reindersii,-9999.0,-9999.0,-9999.0,-99990000,-99990000,884.82,-113006.0351,-113006.0351,7195.9,1743.8,4129.84,21.87,212.76,167.02,178.95,2209.08,Nyungwe,NPL7,0.6828,22.85247875,22.70109498,76.6,76.6,0.460838162,2.880238515,Pentadesma Reindersii
NPL7,2063,Cleistanthus Polystachyus,2.024,48.973,24.202,20240,489730,922.78,21.93372201,530.7115455,4953.29,1622.5,4543.37,17.16,181.12,144.9,59.1,877.03,Nyungwe,NPL7,0.6518,18.13293248,17.72631962,40.0,40.0,0.125664,0.7854,Cleistanthus Polystachyus
NPL7,2075,Ocotea Usambarensis,2.082,50.99,24.494,20820,509900,985.5,21.12633181,517.4023338,5324.86,1559.71,3999.6,17.88,230.48,260.28,443.08,351.68,Nyungwe,NPL7,0.5391,25.49928471,25.77881939,127.0,135.0,1.4313915,8.946196875,Ocotea Usambarensis
NPL7,2076,Pentadesma Reindersii,1.799,49.45,27.484,17990,494500,801.04,22.4583042,617.3224808,4765.64,2312.19,3970.4,27.09,255.41,224.45,963.58,334.74,Nyungwe,NPL7,0.6828,20.56997992,20.66670078,55.0,57.8,0.262389574,1.639934835,Pentadesma Reindersii
NPL7,2077,Cleistanthus Polystachyus,1.332,45.419,34.098,13320,454190,1107.32,12.0290431,410.1705018,7652.96,1358.07,3434.3,16.05,174.52,124.37,948.85,1113.34,Nyungwe,NPL7,0.6518,17.09706748,16.64631708,35.1,35.1,0.096762065,0.604762909,Cleistanthus Polystachyus
NPL7,2085,Cleistanthus Polystachyus,2.109,48.367,22.937,21090,483670,1546.29,13.63909745,312.7938485,14583.17,2354.98,12458.7,34.58,461.01,78.76,24.97,3309.64,Nyungwe,NPL7,0.6518,16.13147718,16.87904139,31.1,36.1,0.102354113,0.639713209,Cleistanthus Polystachyus
NPL10,2125,Cleistanthus Polystachyus,-9999.0,-9999.0,-9999.0,-99990000,-99990000,825.12,-121182.3735,-121182.3735,4905.88,1660.0,20118.99,550.08,212.62,144.35,152.15,1068.96,Nyungwe,NPL10,0.6518,24.31929264,24.26463324,98.5,98.5,0.762014715,4.762591969,Cleistanthus Polystachyus
NPL10,2131,Carapa Grandiflora,2.03,48.377,23.832,20300,483770,784.9,25.86316728,616.3460313,6514.88,2524.47,4134.21,17.97,261.63,864.79,459.36,385.46,Nyungwe,NPL10,0.5524,8.970241151,9.548581593,11.9,14.2,0.015836806,0.098980035,Carapa Grandiflora
NPL10,2133,Melchiora Schliebenii ,1.701,48.889,28.747,17010,488890,769.39,22.10842356,635.4254669,7546.83,3154.08,5619.34,24.17,145.02,128.9,364.55,239.68,Nyungwe,NPL10,0.595,16.60503056,16.13492716,33.0,33.0,0.08553006,0.534562875,Melchiora Schliebenii 
NPL10,2145,Melchiora Schliebenii ,1.467,48.931,33.35,14670,489310,589.0,24.90662139,830.7470289,6712.69,2257.52,3062.81,13.52,139.04,272.29,461.55,142.91,Nyungwe,NPL10,0.595,18.32712507,17.92928643,41.0,41.0,0.13202574,0.825160875,Melchiora Schliebenii 
NPL10,2160,Melchiora Schliebenii ,1.713,49.35,28.804,17130,493500,945.04,18.12621688,522.2001185,8011.07,3078.29,4737.05,19.77,225.39,1049.82,604.98,310.4,Nyungwe,NPL10,0.595,15.4906388,14.98070477,28.7,28.7,0.064692613,0.404328829,Melchiora Schliebenii 
NPL10,2161,Carapa Grandiflora,2.111,48.398,22.924,21110,483980,2056.55,10.2647638,235.335878,11862.2,1961.51,3497.27,19.01,368.73,210.98,374.44,306.01,Nyungwe,NPL10,0.5524,9.024881695,8.628023129,12.0,12.4,0.01207631,0.07547694,Carapa Grandiflora
NPL10,2165,Carapa Grandiflora,1.643,49.228,29.956,16430,492280,802.36,20.47709258,613.5400568,7639.44,1086.49,2797.26,18.01,266.12,256.12,78.04,624.28,Nyungwe,NPL10,0.5524,11.00652119,11.56222796,16.0,18.7,0.027464653,0.171654079,Carapa Grandiflora
NPL10,2180,Syzygium Guineense,1.586,53.772,33.905,15860,537720,676.58,23.441426,794.7618907,6974.78,2608.83,4718.17,19.9,111.44,109.45,435.8,169.15,Nyungwe,NPL10,0.6097,21.76286781,21.54498377,65.0,65.0,0.3318315,2.073946875,Syzygium Guineense
NPL10,2189,Syzygium Guineense,1.479,48.116,32.531,14790,481160,1081.24,13.67873923,445.0075839,6620.88,1964.29,6534.54,23.55,204.08,131.48,153.06,949.76,Nyungwe,NPL10,0.6097,13.00012498,12.42277508,20.9,20.9,0.034307057,0.214419109,Syzygium Guineense
NPL11,2214,Syzygium Guineense,1.483,48.31,32.583,14830,483100,704.72,21.04381882,685.5204904,5820.23,2185.98,5123.28,29.12,335.86,298.97,429.04,427.1,Nyungwe,NPL11,0.6097,9.187155726,12.15671799,12.3,20.2,0.032047462,0.200296635,Syzygium Guineense
NPL11,2215,Carapa Grandiflora,1.889,48.756,25.806,18890,487560,721.71,26.17394798,675.5622064,8270.79,2117.4,2079.63,13.92,274.37,192.85,180.92,324.07,Nyungwe,NPL11,0.5524,12.07440291,11.48032662,18.5,18.5,0.026880315,0.168001969,Carapa Grandiflora
NPL11,2218,Syzygium Guineense,1.663,48.468,29.153,16630,484680,875.97,18.98466842,553.3066201,10758.51,2631.89,3458.09,23.89,314.55,230.94,412.1,374.28,Nyungwe,NPL11,0.6097,17.9332216,17.90923577,39.0,40.9,0.131382497,0.821140609,Syzygium Guineense
NPL11,2219,Carapa Grandiflora,2.023,49.201,24.317,20230,492010,996.32,20.30472137,493.8272844,7401.81,1514.1,2492.77,13.73,158.86,101.99,78.45,1204.22,Nyungwe,NPL11,0.5524,12.35375015,11.76421196,19.2,19.2,0.028952986,0.18095616,Carapa Grandiflora
NPL11,2224,Melchiora Schliebenii ,1.946,49.234,25.306,19460,492340,948.03,20.52677658,519.3295571,6689.24,2506.5,3701.85,13.74,235.54,720.35,327.79,300.31,Nyungwe,NPL11,0.5995,15.26551545,14.98070477,27.9,28.7,0.064692613,0.404328829,Melchiora Schliebenii 
NPL11,2238,Melchiora Schliebenii ,1.566,49.598,31.675,15660,495980,1063.37,14.72676491,466.4227879,8899.35,2470.08,4212.28,19.62,294.29,235.43,133.41,541.49,Nyungwe,NPL11,0.5995,18.21125918,18.56191491,40.4,44.3,0.154133965,0.963337279,Melchiora Schliebenii 
NPL11,2243,Symphonia Globulifera,2.028,48.06,23.699,20280,480600,845.26,23.99261766,568.582448,5475.96,3431.58,7291.85,34.38,497.45,477.23,780.55,446.89,Nyungwe,NPL11,0.6004,10.45066057,9.83949317,14.8,14.8,0.017203402,0.10752126,Symphonia Globulifera
NPL11,2252,Chionanthus Africanus ,-9999.0,-9999.0,-9999.0,-99990000,-99990000,582.06,-171786.4138,-171786.4138,7790.31,1220.01,3378.63,21.2,225.5,138.77,206.23,963.67,Nyungwe,NPL11,0.6805,10.06266529,10.21588529,14.0,15.6,0.019113494,0.11945934,Chionthus Africanus 
NPL11,2260,Chionanthus Africanus ,2.586,47.667,18.432,25860,476670,1195.15,21.63745137,398.8369661,12622.03,1893.3,4023.27,29.58,205.11,138.05,35.5,349.08,Nyungwe,NPL11,0.6805,19.45275561,19.10879104,47.4,47.4,0.17646053,1.102878315,Chionthus Africanus 
NPL11,2264,Chionanthus Africanus ,2.203,46.844,21.265,22030,468440,1430.64,15.39870268,327.4338757,10827.71,2104.0,4837.4,29.97,309.71,137.87,25.98,415.61,Nyungwe,NPL11,0.6805,23.20097751,23.07181315,81.0,81.0,0.51530094,3.220630875,Chionthus Africanus 
NPL11,2285,Syzygium Guineense,1.588,47.941,30.192,15880,479410,1894.52,8.382070393,253.0509047,13250.19,2239.15,14112.72,230.39,110.43,74.26,66.64,344.63,Nyungwe,NPL11,0.6097,16.72505884,16.25957863,33.5,33.5,0.088141515,0.550884469,Syzygium Guineense
NPL11,2295,Melchiora Schliebenii ,1.677,49.655,29.609,16770,496550,683.73,24.52722566,726.2369649,5475.68,2920.49,4145.34,21.49,378.98,1662.43,529.4,390.7,Nyungwe,NPL11,0.5995,11.00652119,10.48994973,16.0,16.2,0.020612038,0.128825235,Melchiora Schliebenii 
NPL12,2310,Syzygium Guineense,1.331,48.158,36.193,13310,481580,708.57,18.78431207,679.6505638,8262.74,2330.67,3628.73,11.71,236.19,193.25,189.34,339.64,Nyungwe,NPL12,0.6097,18.15259635,18.14633166,40.1,42.1,0.139205081,0.870031759,Syzygium Guineense
NPL12,2311,Syzygium Guineense,1.318,46.926,35.613,13180,469260,678.69,19.41976455,691.420236,3532.25,3952.57,7851.15,25.07,217.87,237.15,686.4,372.12,Nyungwe,NPL12,0.6097,21.25983473,21.07456032,60.5,61.0,0.29224734,1.826545875,Syzygium Guineense
NPL12,2317,Ixora Burundiensis,-9999.0,-9999.0,-9999.0,-99990000,-99990000,588.32,-169958.526,-169958.526,7031.5,2282.29,4836.44,36.52,225.19,215.04,213.01,377.34,Nyungwe,NPL12,0.7929,13.00012498,13.04102412,20.9,22.6,0.04011509,0.250719315,Ixora Burundiensis
NPL12,2325,Ixora Burundiensis,1.757,48.104,27.382,17570,481040,876.27,20.05089755,548.9632191,6553.75,1253.55,2819.47,12.17,123.73,79.11,58.82,709.94,Nyungwe,NPL12,0.7929,14.07467953,13.52257664,24.0,24.0,0.04523904,0.282744,Ixora Burundiensis
NPL12,2327,Ixora Burundiensis,1.91,48.84,25.57,19100,488400,1025.74,18.6207031,476.1440521,10186.32,2105.26,4652.32,24.97,180.56,142.14,34.58,249.71,Nyungwe,NPL12,0.7929,14.70566905,14.17114984,26.0,26.0,0.05309304,0.3318315,Ixora Burundiensis
NPL12,2336,Syzygium Guineense,1.493,48.65,32.592,14930,486500,69.95,213.4381701,6954.967834,487.92,291.58,722.47,2.55,20.97,25.47,88.18,39.39,Nyungwe,NPL12,0.6097,18.69981762,18.56191491,43.0,44.3,0.154133965,0.963337279,Syzygium Guineense
NPL12,2354,Chionanthus Africanus ,-9999.0,-9999.0,-9999.0,-99990000,-99990000,1393.31,-71764.35969,-71764.35969,10412.08,1752.35,4842.92,20.4,177.48,128.52,26.52,391.68,Nyungwe,NPL12,0.6805,9.96336189,9.350360748,13.8,13.8,0.014957158,0.093482235,Chionthus Africanus 
NPL12,2355,Carapa Grandiflora,1.931,49.302,25.537,19310,493020,972.03,19.86564201,507.2065677,4171.79,1212.06,2608.61,15.87,222.18,142.83,297.56,1077.17,Nyungwe,NPL12,0.5524,17.7277607,17.34670312,38.0,38.2,0.11460871,0.716304435,Carapa Grandiflora
NPL12,2356,Chionanthus Africanus ,2.167,46.74,21.57,21670,467400,1399.36,15.48565058,334.0098331,11045.95,2713.04,6252.23,22.44,218.27,128.51,28.56,375.34,Nyungwe,NPL12,0.6805,16.35931701,15.87994849,32.0,32.0,0.08042496,0.502656,Chionthus Africanus 
NPL12,2362,Chionanthus Africanus ,1.923,47.067,24.474,19230,470670,1062.69,18.09558761,442.9043277,8145.32,2570.19,9405.25,44.28,410.59,438.76,36.23,565.56,Nyungwe,NPL12,0.6805,15.00487567,14.47937939,27.0,27.0,0.05725566,0.357847875,Chionthus Africanus 
NPL12,2366,Carapa Grandiflora,1.59,45.531,28.63,15900,455310,877.64,18.1167677,518.7890251,6596.54,2023.7,2233.12,11.42,192.28,148.49,462.61,236.07,Nyungwe,NPL12,0.5524,19.3222374,19.32567542,46.6,48.7,0.186272533,1.164203329,Carapa Grandiflora
NPL8,2396,Pentadesma Reindersii,2.161,46.952,21.724,21610,469520,782.55,27.61484889,599.9872213,5609.62,2695.01,3970.65,13.97,385.29,972.2,828.47,497.08,Nyungwe,NPL8,0.6828,14.91619832,14.38798266,26.7,26.7,0.055990381,0.349939879,Pentadesma Reindersii
NPL8,2442,Cleistanthus Polystachyus,2.805,46.767,16.673,28050,467670,851.58,32.93877263,549.1791728,9832.19,2885.34,4826.93,28.05,180.33,146.27,939.74,1556.88,Nyungwe,NPL8,0.6518,16.95967283,16.50341202,34.5,34.5,0.093482235,0.584263969,Cleistanthus Polystachyus
NPL8,2443,Cleistanthus Polystachyus,1.755,47.297,26.954,17550,472970,806.0,21.77419355,586.8114144,4322.0,1396.0,4536.0,20.0,318.0,204.0,798.0,752.0,Nyungwe,NPL8,0.6518,19.858963,20.73240068,50.0,58.3,0.266948821,1.668430129,Cleistanthus Polystachyus
NPL8,2444,Cleistanthus Polystachyus,2.171,47.973,22.092,21710,479730,965.54,22.48482714,496.8515028,4206.3,1259.98,4154.68,19.12,395.77,273.41,890.97,682.57,Nyungwe,NPL8,0.6518,14.97541819,14.83611124,26.9,28.2,0.06245815,0.390363435,Cleistanthus Polystachyus
NPL8,2464,Cleistanthus Polystachyus,1.912,50.75,26.537,19120,507500,807.55,23.67655254,628.4440592,5754.96,1341.69,2289.55,14.35,244.6,157.85,213.94,270.12,Nyungwe,NPL8,0.6518,14.521068,14.53981032,25.4,27.2,0.058107034,0.36316896,Cleistanthus Polystachyus
NPL4,2472,Carapa Grandiflora,1.88,49.019,26.068,18800,490190,1113.24,16.88764328,440.3273328,8144.76,2171.41,3672.12,15.73,180.95,127.85,92.44,645.13,Nyungwe,NPL4,0.5524,21.65543788,21.43123979,64.0,64.0,0.32169984,2.010624,Carapa Grandiflora
NPL4,2474,Cleistanthus Polystachyus,1.993,48.138,24.153,19930,481380,839.23,23.74795944,573.597226,5980.74,1338.44,3392.3,17.69,143.47,102.2,406.84,290.88,Nyungwe,NPL4,0.6518,15.29398746,14.77761864,28.0,28.0,0.06157536,0.384846,Cleistanthus Polystachyus
